"Correct_Village","DW","month","year","round","Dogs"
"liwale_mbaya_mbaya","liwale_mbaya",30,2012,2,6
"liwale_mbaya_mtawango","liwale_mbaya",30,2012,2,11
"liwale_mbaya_namihu","liwale_mbaya",30,2012,2,10
"liwale_mbaya_namtumbwa","liwale_mbaya",30,2012,2,10
"liwale_mbaya_nduruka","liwale_mbaya",30,2012,2,22
"liwale_mihumo_darajani","liwale_mihumo",30,2012,2,15
"liwale_mihumo_likombora","liwale_mihumo",30,2012,2,17
"liwale_mihumo_mihumo","liwale_mihumo",30,2012,2,9
"liwale_mihumo_turuki","liwale_mihumo",30,2012,2,15
"liwale_mirui_kipelele","liwale_mirui",30,2012,2,5
"liwale_mirui_linengene","liwale_mirui",30,2012,2,12
"liwale_mirui_mirui","liwale_mirui",30,2012,2,1
"liwale_mpigamiti_mpigamiti","liwale_mpigamiti",30,2012,2,25
"liwale_nangando_kitamamuhi","liwale_nangando",30,2012,2,17
"liwale_nangando_nangando","liwale_nangando",30,2012,2,43
"liwale_nangano_mitungunyu","liwale_nangano",30,2012,2,3
"liwale_nangano_nangano","liwale_nangano",30,2012,2,35
"liwale_ngongowele_mikuyu","liwale_ngongowele",30,2012,2,6
"liwale_ngongowele_ngongowele","liwale_ngongowele",30,2012,2,8
"liwale_ngongowele_ngunja","liwale_ngongowele",30,2012,2,9
"masasi_chigugu_chigugu","masasi_chigugu",30,2012,2,155
"masasi_chigugu_mbuyuni","masasi_chigugu",30,2012,2,88
"masasi_chikolopola_chikolopola","masasi_chikolopola",30,2012,2,92
"masasi_chiungutwa_chiungutwa","masasi_chiungutwa",30,2012,2,48
"masasi_chiwale_chiwale","masasi_chiwale",30,2012,2,19
"masasi_chiwata_chiwata","masasi_chiwata",30,2012,2,145
"masasi_lukuledi_lukuledib","masasi_lukuledi",30,2012,2,63
"masasi_lulindi_lulindi","masasi_lulindi",30,2012,2,75
"masasi_mchauru_mchauru","masasi_mchauru",30,2012,2,132
"masasi_mkululu_mkululu","masasi_mkululu",30,2012,2,148
"masasi_mkululu_mkundi","masasi_mkululu",30,2012,2,172
"masasi_mlingula_mlingula","masasi_mlingula",30,2012,2,55
"masasi_mnavira_mnavira","masasi_mnavira",30,2012,2,83
"masasi_mpanyani_mpanyani","masasi_mpanyani",30,2012,2,23
"masasi_mwena_liputu","masasi_mwena",30,2012,2,31
"masasi_mwena_mwena","masasi_mwena",30,2012,2,307
"masasi_namajani_namajani","masasi_namajani",30,2012,2,32
"masasi_namalenga_namalenga","masasi_namalenga",30,2012,2,89
"masasi_namatutwe_namatutwe","masasi_namatutwe",30,2012,2,85
"masasi_nanganga_nanganga","masasi_nanganga",30,2012,2,111
"masasi_nanjota_nanjota","masasi_nanjota",30,2012,2,160
"masasi_sindano_sindano","masasi_sindano",30,2012,2,77
"masasitownshipauthority_jida_mtaawajida","masasitownshipauthority_jida",30,2012,2,111
"masasitownshipauthority_marika_marika","masasitownshipauthority_marika",30,2012,2,110
"masasitownshipauthority_migongo_migongokati","masasitownshipauthority_migongo",30,2012,2,188
"masasitownshipauthority_mkomaindo_mkadaendaa","masasitownshipauthority_mkomaindo",30,2012,2,112
"masasitownshipauthority_mkuti_mtaawamkutikati","masasitownshipauthority_mkuti",30,2012,2,85
"masasitownshipauthority_mpindimbi_mpindimbi","masasitownshipauthority_mpindimbi",30,2012,2,79
"masasitownshipauthority_mtandi_mtandia","masasitownshipauthority_mtandi",30,2012,2,120
"masasitownshipauthority_mwengemtapika_mwengemtapika","masasitownshipauthority_mwengemtapika",30,2012,2,137
"masasitownshipauthority_nyasa_mtaawaofisini","masasitownshipauthority_nyasa",30,2012,2,89
"masasitownshipauthority_sululu_sululu","masasitownshipauthority_sululu",30,2012,2,79
"masasitownshipauthority_temeke_temeke","masasitownshipauthority_temeke",30,2012,2,149
"mtwararural_chawi_arusha","mtwararural_chawi",30,2012,2,3
"mtwararural_chawi_chawi","mtwararural_chawi",30,2012,2,2
"mtwararural_chawi_mkomo","mtwararural_chawi",30,2012,2,12
"mtwararural_chawi_navikole","mtwararural_chawi",30,2012,2,7
"mtwararural_chawi_ngonja","mtwararural_chawi",30,2012,2,11
"mtwararural_dihimba_dihimba","mtwararural_dihimba",30,2012,2,9
"mtwararural_dihimba_manamawa","mtwararural_dihimba",30,2012,2,16
"mtwararural_dihimba_mpondomo","mtwararural_dihimba",30,2012,2,4
"mtwararural_dihimba_namanjele","mtwararural_dihimba",30,2012,2,8
"mtwararural_dihimba_njumbuli","mtwararural_dihimba",30,2012,2,3
"mtwararural_kiromba_kiromba","mtwararural_kiromba",30,2012,2,8
"mtwararural_kiromba_misufini","mtwararural_kiromba",30,2012,2,1
"mtwararural_kitaya_kihamba","mtwararural_kitaya",30,2012,2,2
"mtwararural_kitaya_kilombachini","mtwararural_kitaya",30,2012,2,1
"mtwararural_kitaya_kitaya","mtwararural_kitaya",30,2012,2,8
"mtwararural_kitaya_mayembechini","mtwararural_kitaya",30,2012,2,4
"mtwararural_kitaya_mayembejuu","mtwararural_kitaya",30,2012,2,7
"mtwararural_kitaya_mchanje","mtwararural_kitaya",30,2012,2,3
"mtwararural_kitere_chekeleni","mtwararural_kitere",30,2012,2,11
"mtwararural_kitere_chemchem","mtwararural_kitere",30,2012,2,7
"mtwararural_kitere_lilido","mtwararural_kitere",30,2012,2,14
"mtwararural_kitere_mkonye","mtwararural_kitere",30,2012,2,1
"mtwararural_kitere_namuhi","mtwararural_kitere",30,2012,2,17
"mtwararural_kiyanga_mkahara","mtwararural_kiyanga",30,2012,2,2
"mtwararural_libobe_libobea","mtwararural_libobe",30,2012,2,12
"mtwararural_libobe_mingwena","mtwararural_libobe",30,2012,2,8
"mtwararural_libobe_mnyija","mtwararural_libobe",30,2012,2,18
"mtwararural_libobe_unguja","mtwararural_libobe",30,2012,2,5
"mtwararural_madimba_litembe","mtwararural_madimba",30,2012,2,12
"mtwararural_madimba_madimba","mtwararural_madimba",30,2012,2,10
"mtwararural_madimba_mitambo","mtwararural_madimba",30,2012,2,3
"mtwararural_madimba_mtendachi","mtwararural_madimba",30,2012,2,7
"mtwararural_mahurunga_kihimika","mtwararural_mahurunga",30,2012,2,12
"mtwararural_mahurunga_kitunguli","mtwararural_mahurunga",30,2012,2,6
"mtwararural_mahurunga_mahurunga","mtwararural_mahurunga",30,2012,2,26
"mtwararural_mayanga_kawawa","mtwararural_mayanga",30,2012,2,40
"mtwararural_mbawala_mailikumi","mtwararural_mbawala",30,2012,2,3
"mtwararural_mbawala_makome","mtwararural_mbawala",30,2012,2,17
"mtwararural_mbawala_mbawala","mtwararural_mbawala",30,2012,2,12
"mtwararural_mbawala_mduwi","mtwararural_mbawala",30,2012,2,1
"mtwararural_mbawala_mihembe","mtwararural_mbawala",30,2012,2,5
"mtwararural_mbawala_nachenjele","mtwararural_mbawala",30,2012,2,2
"mtwararural_mbembaleo_mwamko","mtwararural_mbembaleo",30,2012,2,6
"mtwararural_mbembaleo_mwanganga","mtwararural_mbembaleo",30,2012,2,8
"mtwararural_milangominne_mkumbwanana","mtwararural_milangominne",30,2012,2,9
"mtwararural_milangominne_mnyahi","mtwararural_milangominne",30,2012,2,2
"mtwararural_milangominne_mnyawibarabarani","mtwararural_milangominne",30,2012,2,4
"mtwararural_mnima_lipwidi","mtwararural_mnima",30,2012,2,9
"mtwararural_mnima_mangopachanne","mtwararural_mnima",30,2012,2,5
"mtwararural_mnima_namahukula","mtwararural_mnima",30,2012,2,5
"mtwararural_mpapura_mabatini","mtwararural_mpapura",30,2012,2,3
"mtwararural_mpapura_mpapura","mtwararural_mpapura",30,2012,2,8
"mtwararural_mpapura_utende","mtwararural_mpapura",30,2012,2,26
"mtwararural_msangamkuu_mkubiru","mtwararural_msangamkuu",30,2012,2,11
"mtwararural_msangamkuu_namela","mtwararural_msangamkuu",30,2012,2,6
"mtwararural_mtimbwilimbwi_mbambakofi","mtwararural_mtimbwilimbwi",30,2012,2,1
"mtwararural_mtimbwilimbwi_nanjedya","mtwararural_mtimbwilimbwi",30,2012,2,9
"mtwararural_mtimbwilimbwi_shaba","mtwararural_mtimbwilimbwi",30,2012,2,18
"mtwararural_mtiniko_malamba","mtwararural_mtiniko",30,2012,2,1
"mtwararural_mtiniko_tulia","mtwararural_mtiniko",30,2012,2,16
"mtwararural_muungano_lyowa","mtwararural_muungano",30,2012,2,9
"mtwararural_muungano_mkwajuni","mtwararural_muungano",30,2012,2,1
"mtwararural_muungano_muungano","mtwararural_muungano",30,2012,2,5
"mtwararural_muungano_mwembetogwa","mtwararural_muungano",30,2012,2,5
"mtwararural_namtumbuka_kilimahewa","mtwararural_namtumbuka",30,2012,2,19
"mtwararural_namtumbuka_kiwengulo","mtwararural_namtumbuka",30,2012,2,19
"mtwararural_namtumbuka_mnongodi","mtwararural_namtumbuka",30,2012,2,8
"mtwararural_namtumbuka_namtumbukashuleni","mtwararural_namtumbuka",30,2012,2,7
"mtwararural_namtumbuka_namtumbukasokoni","mtwararural_namtumbuka",30,2012,2,9
"mtwararural_nanguruwe_namanyakatabarabara","mtwararural_nanguruwe",30,2012,2,2
"mtwararural_nanguruwe_namayakatashuleni","mtwararural_nanguruwe",30,2012,2,1
"mtwararural_nanguruwe_nanguruwe","mtwararural_nanguruwe",30,2012,2,9
"mtwararural_nanyamba_chikaya","mtwararural_nanyamba",30,2012,2,2
"mtwararural_nanyamba_namkuku","mtwararural_nanyamba",30,2012,2,16
"mtwararural_nanyamba_nanyamba","mtwararural_nanyamba",30,2012,2,7
"mtwararural_naumbu_imekuwa","mtwararural_naumbu",30,2012,2,22
"mtwararural_naumbu_kisiwa","mtwararural_naumbu",30,2012,2,10
"mtwararural_naumbu_naumbu","mtwararural_naumbu",30,2012,2,3
"mtwararural_naumbu_naumbukusini","mtwararural_naumbu",30,2012,2,6
"mtwararural_ndumbwe_changalawe","mtwararural_ndumbwe",30,2012,2,1
"mtwararural_ndumbwe_mbuo","mtwararural_ndumbwe",30,2012,2,15
"mtwararural_ndumbwe_mnyundo","mtwararural_ndumbwe",30,2012,2,12
"mtwararural_ndumbwe_mwatehi","mtwararural_ndumbwe",30,2012,2,2
"mtwararural_ndumbwe_ndumbwe","mtwararural_ndumbwe",30,2012,2,22
"mtwararural_nitekela_migombani","mtwararural_nitekela",30,2012,2,12
"mtwararural_nitekela_miule","mtwararural_nitekela",30,2012,2,6
"mtwararural_nitekela_nitekela","mtwararural_nitekela",30,2012,2,1
"mtwararural_nitekela_niyumba","mtwararural_nitekela",30,2012,2,5
"mtwararural_nitekela_nyundo","mtwararural_nitekela",30,2012,2,4
"mtwararural_nitekela_nyundob","mtwararural_nitekela",30,2012,2,2
"mtwararural_njengwa_chiwindi","mtwararural_njengwa",30,2012,2,7
"mtwararural_njengwa_hinju","mtwararural_njengwa",30,2012,2,8
"mtwararural_njengwa_majengo","mtwararural_njengwa",30,2012,2,17
"mtwararural_njengwa_nangawanga","mtwararural_njengwa",30,2012,2,3
"mtwararural_njengwa_narunga","mtwararural_njengwa",30,2012,2,7
"mtwararural_njengwa_njengwa","mtwararural_njengwa",30,2012,2,3
"mtwararural_njengwa_ziwanijuu","mtwararural_njengwa",30,2012,2,1
"mtwararural_tangazo_kilambo","mtwararural_tangazo",30,2012,2,8
"mtwararural_tangazo_mayaya","mtwararural_tangazo",30,2012,2,2
"mtwararural_tangazo_mnaida","mtwararural_tangazo",30,2012,2,6
"mtwararural_tangazo_tangazo","mtwararural_tangazo",30,2012,2,6
"mtwararural_ziwani_dingwida","mtwararural_ziwani",30,2012,2,5
"mtwararural_ziwani_majengo","mtwararural_ziwani",30,2012,2,11
"mtwararural_ziwani_moma","mtwararural_ziwani",30,2012,2,9
"mtwararural_ziwani_msakala","mtwararural_ziwani",30,2012,2,21
"mtwararural_ziwani_nambeleketela","mtwararural_ziwani",30,2012,2,1
"mtwaraurban_chuno_centre","mtwaraurban_chuno",30,2012,2,17
"mtwaraurban_chuno_ligulaa","mtwaraurban_chuno",30,2012,2,76
"mtwaraurban_jangwani_rwelu","mtwaraurban_jangwani",30,2012,2,8
"mtwaraurban_likombe_mangamba","mtwaraurban_likombe",30,2012,2,34
"mtwaraurban_likombe_mdenga","mtwaraurban_likombe",30,2012,2,21
"mtwaraurban_likombe_mtawanya","mtwaraurban_likombe",30,2012,2,11
"mtwaraurban_naliendele_mkangala","mtwaraurban_naliendele",30,2012,2,21
"mtwaraurban_naliendele_naliendele","mtwaraurban_naliendele",30,2012,2,59
"mtwaraurban_ufukoni_magomenia","mtwaraurban_ufukoni",30,2012,2,41
"mtwaraurban_ufukoni_mbae","mtwaraurban_ufukoni",30,2012,2,16
"mtwaraurban_ufukoni_ufukonistendi","mtwaraurban_ufukoni",30,2012,2,79
"nachingwea_chiola_chingunduli","nachingwea_chiola",30,2012,2,10
"nachingwea_chiola_chiola","nachingwea_chiola",30,2012,2,28
"nachingwea_chiola_mtimbo","nachingwea_chiola",30,2012,2,26
"nachingwea_chiola_namauni","nachingwea_chiola",30,2012,2,5
"nachingwea_kiegei_kiegeia","nachingwea_kiegei",30,2012,2,8
"nachingwea_kiegei_kiegeib","nachingwea_kiegei",30,2012,2,4
"nachingwea_kilimanihewa_kilimanihewa","nachingwea_kilimanihewa",30,2012,2,24
"nachingwea_kilimanihewa_mazoezi","nachingwea_kilimanihewa",30,2012,2,17
"nachingwea_kilimanihewa_mtepeche","nachingwea_kilimanihewa",30,2012,2,29
"nachingwea_kilimarondo_kilimarondo","nachingwea_kilimarondo",30,2012,2,25
"nachingwea_kilimarondo_namatunu","nachingwea_kilimarondo",30,2012,2,31
"nachingwea_kilimarondo_nanjihi","nachingwea_kilimarondo",30,2012,2,6
"nachingwea_kiparamnero_kiparamnero","nachingwea_kiparamnero",30,2012,2,71
"nachingwea_kiparamnero_mwandila","nachingwea_kiparamnero",30,2012,2,15
"nachingwea_lionja_ilolo","nachingwea_lionja",30,2012,2,3
"nachingwea_lionja_lionjaa","nachingwea_lionja",30,2012,2,39
"nachingwea_lionja_lionjab","nachingwea_lionja",30,2012,2,46
"nachingwea_lionja_lipuyu","nachingwea_lionja",30,2012,2,29
"nachingwea_lionja_ngunichile","nachingwea_lionja",30,2012,2,29
"nachingwea_marambo_ikungu","nachingwea_marambo",30,2012,2,37
"nachingwea_marambo_litula","nachingwea_marambo",30,2012,2,6
"nachingwea_marambo_marambo","nachingwea_marambo",30,2012,2,43
"nachingwea_marambo_mituguru","nachingwea_marambo",30,2012,2,44
"nachingwea_marambo_rupota","nachingwea_marambo",30,2012,2,30
"nachingwea_matekwe_majonanga","nachingwea_matekwe",30,2012,2,31
"nachingwea_matekwe_matekwe","nachingwea_matekwe",30,2012,2,14
"nachingwea_mbondo_chimbendenga","nachingwea_mbondo",30,2012,2,20
"nachingwea_mbondo_mbondo","nachingwea_mbondo",30,2012,2,45
"nachingwea_mbondo_nahimba","nachingwea_mbondo",30,2012,2,10
"nachingwea_mbondo_nakalonji","nachingwea_mbondo",30,2012,2,3
"nachingwea_mkoka_likwela","nachingwea_mkoka",30,2012,2,14
"nachingwea_mkoka_mkoka","nachingwea_mkoka",30,2012,2,27
"nachingwea_mkoka_nandile","nachingwea_mkoka",30,2012,2,13
"nachingwea_mkoka_narungombe","nachingwea_mkoka",30,2012,2,31
"nachingwea_mkoka_rweje","nachingwea_mkoka",30,2012,2,16
"nachingwea_mkotokuyana_mandai","nachingwea_mkotokuyana",30,2012,2,21
"nachingwea_mneromiembeni_mkonjela","nachingwea_mneromiembeni",30,2012,2,18
"nachingwea_mneromiembeni_mneromiembeni","nachingwea_mneromiembeni",30,2012,2,9
"nachingwea_mneromiembeni_namkula","nachingwea_mneromiembeni",30,2012,2,19
"nachingwea_mneromiembeni_ntila","nachingwea_mneromiembeni",30,2012,2,41
"nachingwea_mnerongongo_kimawe","nachingwea_mnerongongo",30,2012,2,23
"nachingwea_mnerongongo_mnerongongo","nachingwea_mnerongongo",30,2012,2,74
"nachingwea_mnerongongo_mpute","nachingwea_mnerongongo",30,2012,2,11
"nachingwea_mpiruka_libea","nachingwea_mpiruka",30,2012,2,4
"nachingwea_mpiruka_mkumba","nachingwea_mpiruka",30,2012,2,69
"nachingwea_mpiruka_mpiruka","nachingwea_mpiruka",30,2012,2,72
"nachingwea_mtua_kiparamtua","nachingwea_mtua",30,2012,2,64
"nachingwea_mtua_mtua","nachingwea_mtua",30,2012,2,83
"nachingwea_mtua_nalengwe","nachingwea_mtua",30,2012,2,41
"nachingwea_mtua_nammanga","nachingwea_mtua",30,2012,2,66
"nachingwea_naipanga_chiumbatishuleni","nachingwea_naipanga",30,2012,2,25
"nachingwea_naipanga_chiwindi","nachingwea_naipanga",30,2012,2,19
"nachingwea_naipanga_naipanga","nachingwea_naipanga",30,2012,2,18
"nachingwea_naipanga_rahaleo","nachingwea_naipanga",30,2012,2,18
"nachingwea_naipingo_kihuwe","nachingwea_naipingo",30,2012,2,19
"nachingwea_naipingo_kwakamkamba","nachingwea_naipingo",30,2012,2,48
"nachingwea_naipingo_mchangani","nachingwea_naipingo",30,2012,2,60
"nachingwea_naipingo_mchonda","nachingwea_naipingo",30,2012,2,54
"nachingwea_naipingo_mkukwe","nachingwea_naipingo",30,2012,2,12
"nachingwea_naipingo_naipingo","nachingwea_naipingo",30,2012,2,75
"nachingwea_naipingo_namatumbusi","nachingwea_naipingo",30,2012,2,57
"nachingwea_naipingo_nangondo","nachingwea_naipingo",30,2012,2,25
"nachingwea_namapwia_likongowele","nachingwea_namapwia",30,2012,2,25
"nachingwea_namapwia_mbute","nachingwea_namapwia",30,2012,2,25
"nachingwea_namapwia_namapwia","nachingwea_namapwia",30,2012,2,7
"nachingwea_nambambo_nachingwea","nachingwea_nambambo",30,2012,2,55
"nachingwea_nambambo_ugawaji","nachingwea_nambambo",30,2012,2,65
"nachingwea_namikango_namikangoa","nachingwea_namikango",30,2012,2,22
"nachingwea_namikango_namikangob","nachingwea_namikango",30,2012,2,9
"nachingwea_namikango_nangunde","nachingwea_namikango",30,2012,2,67
"nachingwea_nangowe_matankini","nachingwea_nangowe",30,2012,2,3
"nachingwea_nangowe_maziwa","nachingwea_nangowe",30,2012,2,18
"nachingwea_nangowe_mitumbati","nachingwea_nangowe",30,2012,2,71
"nachingwea_nangowe_mwenge","nachingwea_nangowe",30,2012,2,34
"nachingwea_nangowe_nangowe","nachingwea_nangowe",30,2012,2,23
"nachingwea_nditi_namanja","nachingwea_nditi",30,2012,2,12
"nachingwea_nditi_nditi","nachingwea_nditi",30,2012,2,26
"nachingwea_nditi_ngangambo","nachingwea_nditi",30,2012,2,58
"nachingwea_nditi_nyambia","nachingwea_nditi",30,2012,2,13
"nachingwea_nditi_nyambib","nachingwea_nditi",30,2012,2,14
"nachingwea_ndomoni_mkurupilo","nachingwea_ndomoni",30,2012,2,14
"nachingwea_ndomoni_ndomoni","nachingwea_ndomoni",30,2012,2,17
"nachingwea_ruponda_mandawa","nachingwea_ruponda",30,2012,2,35
"nachingwea_ruponda_mibondo","nachingwea_ruponda",30,2012,2,8
"nachingwea_ruponda_mwananyamala","nachingwea_ruponda",30,2012,2,58
"nachingwea_ruponda_nammanga","nachingwea_ruponda",30,2012,2,50
"nachingwea_ruponda_ruponda","nachingwea_ruponda",30,2012,2,52
"nachingwea_stesheni_chemchem","nachingwea_stesheni",30,2012,2,15
"nachingwea_stesheni_chiumbatimiembeni","nachingwea_stesheni",30,2012,2,25
"nachingwea_stesheni_stesheni","nachingwea_stesheni",30,2012,2,39
"nanyumbu_likokona_likokona","nanyumbu_likokona",30,2012,2,30
"nanyumbu_likokona_makongondela","nanyumbu_likokona",30,2012,2,15
"nanyumbu_likokona_michiga","nanyumbu_likokona",30,2012,2,6
"nanyumbu_likokona_misawaji","nanyumbu_likokona",30,2012,2,1
"nanyumbu_likokona_msinyasi","nanyumbu_likokona",30,2012,2,17
"nanyumbu_likokona_namaka","nanyumbu_likokona",30,2012,2,4
"nanyumbu_likokona_pachani","nanyumbu_likokona",30,2012,2,12
"nanyumbu_lumesule_changwale","nanyumbu_lumesule",30,2012,2,2
"nanyumbu_lumesule_chigweje","nanyumbu_lumesule",30,2012,2,3
"nanyumbu_lumesule_lumesule","nanyumbu_lumesule",30,2012,2,22
"nanyumbu_lumesule_mchenjeuka","nanyumbu_lumesule",30,2012,2,4
"nanyumbu_lumesule_nandembo","nanyumbu_lumesule",30,2012,2,6
"nanyumbu_maratani_malema","nanyumbu_maratani",30,2012,2,8
"nanyumbu_maratani_maratani","nanyumbu_maratani",30,2012,2,22
"nanyumbu_maratani_mchangani","nanyumbu_maratani",30,2012,2,13
"nanyumbu_masuguru_lukula","nanyumbu_masuguru",30,2012,2,72
"nanyumbu_masuguru_masuguru","nanyumbu_masuguru",30,2012,2,20
"nanyumbu_mikangaula_changombe","nanyumbu_mikangaula",30,2012,2,6
"nanyumbu_mikangaula_kamundi","nanyumbu_mikangaula",30,2012,2,21
"nanyumbu_mikangaula_lowasa","nanyumbu_mikangaula",30,2012,2,14
"nanyumbu_mikangaula_mikangaula","nanyumbu_mikangaula",30,2012,2,19
"nanyumbu_mikangaula_nahimba","nanyumbu_mikangaula",30,2012,2,11
"nanyumbu_mikangaula_nangaramo","nanyumbu_mikangaula",30,2012,2,8
"nanyumbu_mkonona_chilunda","nanyumbu_mkonona",30,2012,2,26
"nanyumbu_mkonona_marumba","nanyumbu_mkonona",30,2012,2,34
"nanyumbu_mkonona_mitumbati","nanyumbu_mkonona",30,2012,2,34
"nanyumbu_mkonona_njisa","nanyumbu_mkonona",30,2012,2,11
"nanyumbu_mnanje_mikuva","nanyumbu_mnanje",30,2012,2,5
"nanyumbu_mnanje_mnanjea","nanyumbu_mnanje",30,2012,2,5
"nanyumbu_mnanje_mnanjeb","nanyumbu_mnanje",30,2012,2,7
"nanyumbu_nandete_mtalikachau","nanyumbu_nandete",30,2012,2,15
"nanyumbu_nandete_nandete","nanyumbu_nandete",30,2012,2,28
"nanyumbu_nandete_ulanga","nanyumbu_nandete",30,2012,2,8
"nanyumbu_nanyumbu_chitowe","nanyumbu_nanyumbu",30,2012,2,14
"nanyumbu_nanyumbu_chungu","nanyumbu_nanyumbu",30,2012,2,13
"nanyumbu_nanyumbu_makanya","nanyumbu_nanyumbu",30,2012,2,19
"nanyumbu_nanyumbu_maneme","nanyumbu_nanyumbu",30,2012,2,3
"nanyumbu_nanyumbu_mkuula","nanyumbu_nanyumbu",30,2012,2,41
"nanyumbu_nanyumbu_nanderu","nanyumbu_nanyumbu",30,2012,2,18
"nanyumbu_nanyumbu_nanyumbu","nanyumbu_nanyumbu",30,2012,2,14
"nanyumbu_napacho_chimika","nanyumbu_napacho",30,2012,2,8
"nanyumbu_napacho_kazamoyo","nanyumbu_napacho",30,2012,2,13
"nanyumbu_napacho_mburusa","nanyumbu_napacho",30,2012,2,40
"nanyumbu_napacho_nakopi","nanyumbu_napacho",30,2012,2,23
"nanyumbu_sengenya_sengenya","nanyumbu_sengenya",30,2012,2,31
"ruangwa_chibula_chibula","ruangwa_chibula",30,2012,2,10
"ruangwa_chibula_muhuru","ruangwa_chibula",30,2012,2,3
"ruangwa_chibula_nachikalala","ruangwa_chibula",30,2012,2,3
"ruangwa_chibula_namihenje","ruangwa_chibula",30,2012,2,5
"ruangwa_chienjele_mibure","ruangwa_chienjele",30,2012,2,58
"ruangwa_chienjele_ngimbwa","ruangwa_chienjele",30,2012,2,7
"ruangwa_chienjele_njawale","ruangwa_chienjele",30,2012,2,24
"ruangwa_chienjele_njiechele","ruangwa_chienjele",30,2012,2,35
"ruangwa_chinongwe_chinongwea","ruangwa_chinongwe",30,2012,2,20
"ruangwa_chinongwe_chinongweb","ruangwa_chinongwe",30,2012,2,23
"ruangwa_chinongwe_juhudia","ruangwa_chinongwe",30,2012,2,6
"ruangwa_chinongwe_likwachu","ruangwa_chinongwe",30,2012,2,28
"ruangwa_chinongwe_litama","ruangwa_chinongwe",30,2012,2,13
"ruangwa_likunja_kitandi","ruangwa_likunja",30,2012,2,57
"ruangwa_likunja_likunja","ruangwa_likunja",30,2012,2,8
"ruangwa_likunja_mitope","ruangwa_likunja",30,2012,2,13
"ruangwa_likunja_mpara","ruangwa_likunja",30,2012,2,18
"ruangwa_likunja_mtimboruangwa","ruangwa_likunja",30,2012,2,21
"ruangwa_luchelegwa_ipingo","ruangwa_luchelegwa",30,2012,2,9
"ruangwa_luchelegwa_luchelegwa","ruangwa_luchelegwa",30,2012,2,19
"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa",30,2012,2,12
"ruangwa_makanjiro_chikoko","ruangwa_makanjiro",30,2012,2,9
"ruangwa_makanjiro_chilangalile","ruangwa_makanjiro",30,2012,2,5
"ruangwa_makanjiro_chinokole","ruangwa_makanjiro",30,2012,2,13
"ruangwa_makanjiro_makanjiro","ruangwa_makanjiro",30,2012,2,12
"ruangwa_makanjiro_mbangara","ruangwa_makanjiro",30,2012,2,5
"ruangwa_malolo_malolo","ruangwa_malolo",30,2012,2,43
"ruangwa_malolo_mchengaa","ruangwa_malolo",30,2012,2,22
"ruangwa_malolo_mtawilile","ruangwa_malolo",30,2012,2,2
"ruangwa_malolo_nangumbua","ruangwa_malolo",30,2012,2,19
"ruangwa_mandarawe_nachinyimba","ruangwa_mandarawe",30,2012,2,11
"ruangwa_mandarawe_nandenje","ruangwa_mandarawe",30,2012,2,16
"ruangwa_mandawa_mandawachini","ruangwa_mandawa",30,2012,2,11
"ruangwa_mandawa_mchichili","ruangwa_mandawa",30,2012,2,9
"ruangwa_mandawa_nahanga","ruangwa_mandawa",30,2012,2,13
"ruangwa_matambarale_nandandara","ruangwa_matambarale",30,2012,2,18
"ruangwa_mbekenyera_chingumbwa","ruangwa_mbekenyera",30,2012,2,15
"ruangwa_mbekenyera_mbekenyera","ruangwa_mbekenyera",30,2012,2,20
"ruangwa_mbekenyera_mkutingome","ruangwa_mbekenyera",30,2012,2,10
"ruangwa_mbekenyera_namilema","ruangwa_mbekenyera",30,2012,2,5
"ruangwa_mnacho_chimbilaa","ruangwa_mnacho",30,2012,2,22
"ruangwa_mnacho_chimbilab","ruangwa_mnacho",30,2012,2,21
"ruangwa_mnacho_manokwe","ruangwa_mnacho",30,2012,2,5
"ruangwa_mnacho_ngau","ruangwa_mnacho",30,2012,2,120
"ruangwa_nambilanje_mkaranga","ruangwa_nambilanje",30,2012,2,21
"ruangwa_nambilanje_mtondo","ruangwa_nambilanje",30,2012,2,9
"ruangwa_nambilanje_nambilanje","ruangwa_nambilanje",30,2012,2,11
"ruangwa_namichiga_namichigab","ruangwa_namichiga",30,2012,2,22
"ruangwa_namichiga_namkonjera","ruangwa_namichiga",30,2012,2,13
"ruangwa_nandagala_namahemaa","ruangwa_nandagala",30,2012,2,13
"ruangwa_nandagala_namahemab","ruangwa_nandagala",30,2012,2,33
"ruangwa_nandagala_nandagalaa","ruangwa_nandagala",30,2012,2,14
"ruangwa_nandagala_nandagalab","ruangwa_nandagala",30,2012,2,9
"ruangwa_nanganga_mbecha","ruangwa_nanganga",30,2012,2,21
"ruangwa_nanganga_mtakuja","ruangwa_nanganga",30,2012,2,27
"ruangwa_nanganga_nanganga","ruangwa_nanganga",30,2012,2,15
"ruangwa_narungombe_liuguru","ruangwa_narungombe",30,2012,2,17
"ruangwa_nkowe_kipindimbi","ruangwa_nkowe",30,2012,2,15
"ruangwa_nkowe_mpumbe","ruangwa_nkowe",30,2012,2,2
"ruangwa_nkowe_nkowe","ruangwa_nkowe",30,2012,2,52
"ruangwa_ruangwa_likangara","ruangwa_ruangwa",30,2012,2,7
"ruangwa_ruangwa_lipande","ruangwa_ruangwa",30,2012,2,2
"ruangwa_ruangwa_mchangani","ruangwa_ruangwa",30,2012,2,13
