"Region","District","Ward","Village","matchDistrict","matchWard","matchVillage","Population"
"Lindi","Nachingwea","Nditi","Ngangambo","Nachingwea","Nditi","Ngangambo",280
"Lindi","Nachingwea","Kilimarondo","Nanjihi","Nachingwea","Kilima rondo","Nanjihi",1361
"Lindi","Nachingwea","Kilimarondo","Kilimarondo","Nachingwea","Kilima rondo","Kilimarondo",1861
"Lindi","Nachingwea","Kilimarondo","Namatunu","Nachingwea","Kilima rondo","Namatunu",1122
"Lindi","Nachingwea","Mbondo","Chimbendenga","Nachingwea","Mbondo","Chimbendenga",2069
"Lindi","Nachingwea","Mbondo","Mbondo","Nachingwea","Mbondo","Mbondo",2639
"Lindi","Nachingwea","Mbondo","Nakalonji","Nachingwea","Mbondo","Nakalonji",1125
"Lindi","Nachingwea","Mbondo","Nahimba","Nachingwea","Mbondo","Nahimba",1651
"Lindi","Nachingwea","Kiegei","Kiegei""A""","Nachingwea","Kiegei","Kiegei""A""",3401
"Lindi","Nachingwea","Kiegei","Kiegei""B""","Nachingwea","Kiegei","Kiegei""B""",1646
"Lindi","Nachingwea","Mkoka","Likwela","Nachingwea","Mkoka","Likwela",535
"Lindi","Nachingwea","Mkoka","Nandile","Nachingwea","Mkoka","Nandile",730
"Lindi","Nachingwea","Mkoka","Mkoka","Nachingwea","Mkoka","Mkoka",1990
"Lindi","Nachingwea","Mkoka","Rweje","Nachingwea","Mkoka","Rweje",1548
"Lindi","Nachingwea","Mkoka","Narungombe","Nachingwea","Mkoka","Narungombe",508
"Lindi","Nachingwea","Mkoka","Chilaile","Nachingwea","Mkoka","Chilaile",457
"Lindi","Nachingwea","Chiola","Namauni","Nachingwea","Chiola","Namauni",291
"Lindi","Nachingwea","Chiola","Chingunduli","Nachingwea","Chiola","Chingunduli",1436
"Lindi","Nachingwea","Chiola","Chiola","Nachingwea","Chiola","Chiola",2360
"Lindi","Nachingwea","Chiola","Mtimbo","Nachingwea","Chiola","Mtimbo",1298
"Lindi","Nachingwea","Mpiruka","Mkumba","Nachingwea","Mpiruka","Mkumba",2044
"Lindi","Nachingwea","Mpiruka","Mpiruka","Nachingwea","Mpiruka","Mpiruka",3087
"Lindi","Nachingwea","Mpiruka","Libea","Nachingwea","Mpiruka","Libea",635
"Lindi","Nachingwea","Nangowe","Mitumbati","Nachingwea","Nangowe","Mitumbati",2265
"Lindi","Nachingwea","Nangowe","Nangowe","Nachingwea","Nangowe","Nangowe",1063
"Lindi","Nachingwea","Nangowe","Matankini","Nachingwea","Nangowe","Matankini",2896
"Lindi","Nachingwea","Nangowe","Mwenge","Nachingwea","Nangowe","Mwenge",1133
"Lindi","Nachingwea","Nangowe","Maziwa","Nachingwea","Nangowe","Maziwa",1578
"Lindi","Nachingwea","Mkotokuyana","Mkotokuyana","Nachingwea","Mkotokuyana","Mtokokuyana",1454
"Lindi","Nachingwea","Mkotokuyana","Mandai","Nachingwea","Mkotokuyana","Mandai",1446
"Lindi","Nachingwea","Naipanga","Rahaleo","Nachingwea","Naipanga","Rahaleo",2439
"Lindi","Nachingwea","Naipanga","Chiumbatishuleni","Nachingwea","Naipanga","Chiumbatishuleni",1405
"Lindi","Nachingwea","Naipanga","Naipanga","Nachingwea","Naipanga","Naipanga",3624
"Lindi","Nachingwea","Naipanga","Chiwindi","Nachingwea","Naipanga","Chiwindi",3198
"Lindi","Nachingwea","Stesheni","Stesheni","Nachingwea","Stesheni","Stesheni",1710
"Lindi","Nachingwea","Stesheni","Songambele","Nachingwea","Stesheni","Songambele",937
"Lindi","Nachingwea","Stesheni","Chiumbatimiembeni","Nachingwea","Stesheni","Chiumbatimiembeni",947
"Lindi","Nachingwea","Stesheni","Chemchem","Nachingwea","Stesheni","Chemchem",3201
"Lindi","Nachingwea","Stesheni","Nang`olola","Nachingwea","Stesheni","Nang`olola",1277
"Lindi","Nachingwea","Naipingo","Naipingo","Nachingwea","Naipingo","Naipingo",2709
"Lindi","Nachingwea","Naipingo","Kihuwe","Nachingwea","Naipingo","Kihuwe",1412
"Lindi","Nachingwea","Naipingo","Mchonda","Nachingwea","Naipingo","Mchonda",1704
"Lindi","Nachingwea","Naipingo","Mchangani","Nachingwea","Naipingo","Mchangani",2507
"Lindi","Nachingwea","Naipingo","Kwakampanga","Nachingwea","Naipingo","Kwakamkamba",678
"Lindi","Nachingwea","Naipingo","Nangondo","Nachingwea","Naipingo","Nangondo",3967
"Lindi","Nachingwea","Naipingo","Namatumbisi","Nachingwea","Naipingo","Namatumbusi",1814
"Lindi","Nachingwea","Naipingo","Mkukwe","Nachingwea","Naipingo","Mkukwe",128
"Lindi","Nachingwea","Naipingo","Mkatapori","Nachingwea","Naipingo","Mkatapori",1306
"Lindi","Nachingwea","Mtua","Kiparamtua","Nachingwea","Mtua","Kiparamtua",3333
"Lindi","Nachingwea","Mtua","Mtua","Nachingwea","Mtua","Mtua",3117
"Lindi","Nachingwea","Mtua","Nalengwe","Nachingwea","Mtua","Nalengwe",820
"Lindi","Nachingwea","Mtua","Nmmanga","Nachingwea","Mtua","Nammanga",489
"Lindi","Nachingwea","Mnerongongo","Kitandi","Nachingwea","Mnerongongo","Kitandi",1520
"Lindi","Nachingwea","Mnerongongo","Mnerongongo","Nachingwea","Mnerongongo","Mnerongongo",1737
"Lindi","Nachingwea","Mnerongongo","Mpute","Nachingwea","Mnerongongo","Mpute",898
"Lindi","Nachingwea","Mnerongongo","Kimawe","Nachingwea","Mnerongongo","Kimawe",946
"Lindi","Nachingwea","Matekwe","Majonanga","Nachingwea","Matekwe","Majonanga",836
"Lindi","Nachingwea","Matekwe","Matekwe","Nachingwea","Matekwe","Matekwe",2260
"Lindi","Nachingwea","Marambo","Mituguru","Nachingwea","Marambo","Mituguru",787
"Lindi","Nachingwea","Marambo","Marambo","Nachingwea","Marambo","Marambo",2235
"Lindi","Nachingwea","Marambo","Litula","Nachingwea","Marambo","Litula",1374
"Lindi","Nachingwea","Marambo","Rupota","Nachingwea","Marambo","Rupota",1474
"Lindi","Nachingwea","Marambo","Ikungu","Nachingwea","Marambo","Ikungu",2894
"Lindi","Nachingwea","Namatula","Muungano","Nachingwea","Namatula","Muungano",1781
"Lindi","Nachingwea","Namatula","Namatula","Nachingwea","Namatula","Namatula",1823
"Lindi","Nachingwea","Ndomoni","Mkurupilo","Nachingwea","Ndomoni","Mkurupilo",573
"Lindi","Nachingwea","Ndomoni","Ndomoni","Nachingwea","Ndomoni","Ndomoni",1956
"Lindi","Nachingwea","Ndomoni","Ndomondo","Nachingwea","Ndomoni","Ndomondo",1799
"Lindi","Nachingwea","Ndomoni","Makitikiti","Nachingwea","Ndomoni","Makitikiti",686
"Lindi","Liwale","Liwale Mjini","Naluleo","Liwale","Liwale Mjini","Naluleo",1162
"Lindi","Liwale","Liwale Mjini","Tepetepe","Liwale","Liwale Mjini","Tepetepe",849
"Lindi","Liwale","Liwale Mjini","Mungurumo","Liwale","Liwale Mjini","Mungurumo",2465
"Lindi","Liwale","Liwale Mjini","Mpirani","Liwale","Liwale Mjini","Mpirani",1557
"Lindi","Liwale","Liwale Mjini","Makonjiganga","Liwale","Liwale Mjini","Makonjiganga",1177
"Lindi","Liwale","Liwale Mjini","Kilipwike","Liwale","Liwale Mjini","Kilipwike",1441
"Lindi","Liwale","Mihumo","Likombora","Liwale","Mihumo","Likombora",1523
"Lindi","Liwale","Mihumo","Mihumo","Liwale","Mihumo","Mihumo",936
"Lindi","Liwale","Mihumo","Darajani","Liwale","Mihumo","Darajani",2076
"Lindi","Liwale","Mihumo","Turuki","Liwale","Mihumo","Turuki",813
"Lindi","Liwale","Ngongowele","Mikuyu","Liwale","Ngongowele","Mikuyu",1185
"Lindi","Liwale","Ngongowele","Ngongowele","Liwale","Ngongowele","Ngongowele",1127
"Lindi","Liwale","Ngongowele","Ngunja","Liwale","Ngongowele","Ngunja",1332
"Lindi","Liwale","Mlembwe","Mlembwe","Liwale","Mlembwe","Mlembwe",1570
"Lindi","Liwale","Mlembwe","Ndambinda","Liwale","Mlembwe","Ndambinda",814
"Lindi","Liwale","Mlembwe","Ndapata","Liwale","Mlembwe","Ndapata",587
"Lindi","Liwale","Makata","Makata","Liwale","Makata","Makata",921
"Lindi","Liwale","Makata","Mkundi","Liwale","Makata","Mkundi",698
"Lindi","Liwale","Makata","Mpengere","Liwale","Makata","Mpengere",2063
"Lindi","Liwale","Makata","Mitawa","Liwale","Makata","Mitawa",906
"Lindi","Liwale","Makata","Kigwema","Liwale","Makata","Kigwema",1124
"Lindi","Liwale","Makata","Lubaba","Liwale","Makata","Lubaba",532
"Lindi","Liwale","Barikiwa","Chimbuko","Liwale","Barikiwa","Chimbuko",1453
"Lindi","Liwale","Barikiwa","Ndunyungu","Liwale","Barikiwa","Ndunyungu",831
"Lindi","Liwale","Barikiwa","Barikiwa","Liwale","Barikiwa","Barikiwa",2532
"Lindi","Liwale","Mkutano","Mkutano","Liwale","Mkutano","Mkutano",609
"Lindi","Liwale","Mkutano","Kikulyungu","Liwale","Mkutano","Kikulyungu",1005
"Lindi","Liwale","Mbaya","Namtumbwa","Liwale","Mbaya","Namtumbwa",1123
"Lindi","Liwale","Mbaya","Mbaya","Liwale","Mbaya","Mbaya",1495
"Lindi","Liwale","Mbaya","Namihu","Liwale","Mbaya","Namihu",1140
"Lindi","Liwale","Mbaya","Nduruka","Liwale","Mbaya","Nduruka",1277
"Lindi","Liwale","Mbaya","Mtawango","Liwale","Mbaya","Mtawango",1006
"Lindi","Liwale","Kimambi","Kimambi","Liwale","Kimambi","Kimambi",754
"Lindi","Liwale","Kiangara","Mtawatawa","Liwale","Kiangara","Mtawatawa",906
"Lindi","Liwale","Kiangara","Kitogoro","Liwale","Kiangara","Kitogoro",1105
"Lindi","Liwale","Kiangara","Litoo","Liwale","Kiangara","Litoo",863
"Lindi","Liwale","Kiangara","Kiangara","Liwale","Kiangara","Kiangara",1435
"Lindi","Liwale","Kibutuka","Ngumbu","Liwale","Kibutuka","Ngumbu",1835
"Lindi","Liwale","Kibutuka","Kibutuka","Liwale","Kibutuka","Kibutuka",2085
"Lindi","Liwale","Nangano","Nangano","Liwale","Nangano","Nangano",1224
"Lindi","Liwale","Nangano","Nahoro","Liwale","Nangano","Nahoro",837
"Lindi","Liwale","Nangano","Mitungunyu","Liwale","Nangano","Mitungunyu",788
"Lindi","Liwale","Mpigamiti","Mpigamiti","Liwale","Mpigamiti","Mpigamiti",778
"Lindi","Liwale","Mpigamiti","Namakololo","Liwale","Mpigamiti","Namakololo",610
"Lindi","Liwale","Mpigamiti","Mitawa","Liwale","Mpigamiti","Mitawa",707
"Lindi","Liwale","Mirui","Kipelele","Liwale","Mirui","Kipelele",1034
"Lindi","Liwale","Mirui","Naujombo","Liwale","Mirui","Naujombo",835
"Lindi","Liwale","Mirui","Lineng`ene","Liwale","Mirui","Lineng`ene",1230
"Lindi","Liwale","Mirui","Mirui","Liwale","Mirui","Mirui",1422
"Lindi","Liwale","Liwale ""B""","Nanjegeja","Liwale","Liwale ""B""","Nanjegeja",1350
"Lindi","Liwale","Liwale ""B""","Liwale""B""","Liwale","Liwale ""B""","Liwale""B""",1275
"Lindi","Liwale","Liwale ""B""","Mahonga","Liwale","Liwale ""B""","Mahonga",1847
"Lindi","Liwale","Liwale ""B""","Tuungane","Liwale","Liwale ""B""","Tuungane",1143
"Lindi","Liwale","Liwale ""B""","Mikunya","Liwale","Liwale ""B""","Mikunya",1841
"Lindi","Liwale","Liwale ""B""","Lekeza Mwendo","Liwale","Liwale ""B""","Legezamwendo",696
"Lindi","Liwale","Mangirirkiti","Ngorongopa","Liwale","Mangirikiti","Ngorongopa",959
"Lindi","Liwale","Mangirirkiti","Kimbemba","Liwale","Mangirikiti","Kimbemba",929
"Lindi","Liwale","Mangirirkiti","Mangirikiti","Liwale","Mangirikiti","Mangirikiti",931
"Lindi","Liwale","Mangirirkiti","Makinda","Liwale","Mangirikiti","Makinda",817
"Lindi","Liwale","Mangirirkiti","Mkonganage","Liwale","Mangirikiti","Mkonganage",1108
"Lindi","Liwale","Mangirirkiti","Kipule","Liwale","Mangirikiti","Kipule",618
"Lindi","Liwale","Nangando","Kinguluwila","Liwale","Nangando","Kinguluwila",944
"Lindi","Liwale","Nangando","Nangando","Liwale","Nangando","Nangando",1327
"Lindi","Liwale","Nangando","Lindota","Liwale","Nangando","Lindota",1543
"Lindi","Liwale","Nangando","Mbonde","Liwale","Nangando","Mbonde",1908
"Lindi","Liwale","Nangando","Kitamamuhi","Liwale","Nangando","Kitamamuhi",869
"Lindi","Liwale","Likongowele","Kuchocholokana","Liwale","Likongowele","Kuchocholokana",1448
"Lindi","Liwale","Likongowele","Nyangaga","Liwale","Likongowele","Nyangaga",1580
"Lindi","Liwale","Likongowele","Likongowele","Liwale","Likongowele","Likongowele",1951
"Lindi","Liwale","Likongowele","Uliya","Liwale","Likongowele","Uliya",1503
"Lindi","Liwale","Kichonda","Kichonda","Liwale","Kichonda","Kichonda",1385
"Lindi","Liwale","Kichonda","Mbuli","Liwale","Kichonda","Mbuli",1231
"Lindi","Liwale","Kichonda","Nyera","Liwale","Kichonda","Nyera",670
"Lindi","Liwale","Lilombe","Chigugu","Liwale","Lilombe","Chigugu",1422
"Lindi","Liwale","Lilombe","Luwele","Liwale","Lilombe","Luwele",1236
"Lindi","Liwale","Lilombe","Lilombe","Liwale","Lilombe","Lilombe",1070
"Lindi","Ruangwa","Ruangwa","Lipande","Ruangwa","Ruangwa","Lipande",468
"Lindi","Ruangwa","Ruangwa","Likangara","Ruangwa","Ruangwa","Likangara",2441
"Lindi","Ruangwa","Ruangwa","Mchangani","Ruangwa","Ruangwa","Mchangani",2526
"Lindi","Ruangwa","Mbekenyera","Chingumbwa","Ruangwa","Mbekenyera","Chingumbwa",1264
"Lindi","Ruangwa","Mbekenyera","Nkutingome","Ruangwa","Mbekenyera","Mkutingome",1585
"Lindi","Ruangwa","Mbekenyera","Naunambe","Ruangwa","Mbekenyera","Naunambe",3515
"Lindi","Ruangwa","Mbekenyera","Mbekenyera","Ruangwa","Mbekenyera","Mbekenyera",3015
"Lindi","Ruangwa","Mbekenyera","Namilema","Ruangwa","Mbekenyera","Namilema",1877
"Lindi","Ruangwa","Nkowe","Kipindimbi","Ruangwa","Nkowe","Kipindimbi",2018
"Lindi","Ruangwa","Nkowe","Mpumbe","Ruangwa","Nkowe","Mpumbe",1035
"Lindi","Ruangwa","Nkowe","Nkowe","Ruangwa","Nkowe","Nkowe",2211
"Lindi","Ruangwa","Malolo","Malolo","Ruangwa","Malolo","Malolo",1194
"Lindi","Ruangwa","Malolo","Nangumbu""A""","Ruangwa","Malolo","Nangumbu""A""",1726
"Lindi","Ruangwa","Malolo","Nangumbu""B""","Ruangwa","Malolo","Nangumbu""B""",1285
"Lindi","Ruangwa","Malolo","Michenga""A""","Ruangwa","Malolo","Mchenga A",1079
"Lindi","Ruangwa","Malolo","Michenga""B""","Ruangwa","Malolo","Mchenga B",1809
"Lindi","Ruangwa","Malolo","Mtawilile","Ruangwa","Malolo","Mtawilile",312
"Lindi","Ruangwa","Luchelegwa","Ipingo","Ruangwa","Luchelegwa","Ipingo",1372
"Lindi","Ruangwa","Luchelegwa","Nandanga","Ruangwa","Luchelegwa","Nandanga",1566
"Lindi","Ruangwa","Luchelegwa","Luchelegwa","Ruangwa","Luchelegwa","Luchelegwa",1591
"Lindi","Ruangwa","Chienjele","Ng`imbwa","Ruangwa","Chienjele","Ng`imbwa",1034
"Lindi","Ruangwa","Chienjele","Chienjele","Ruangwa","Chienjele","Njiechele",3700
"Lindi","Ruangwa","Chienjele","Namakuku","Ruangwa","Chienjele","Namakuku",1369
"Lindi","Ruangwa","Chienjele","Migure","Ruangwa","Chienjele","Mibure",2364
"Lindi","Ruangwa","Chienjele","Njawale","Ruangwa","Chienjele","Njawale",224
"Lindi","Ruangwa","Namichiga","Namkonjera","Ruangwa","Namichiga","Namkonjera",1424
"Lindi","Ruangwa","Namichiga","Namichiga""B""","Ruangwa","Namichiga","Namichiga""B""",2479
"Lindi","Ruangwa","Namichiga","Namichiga""A""","Ruangwa","Namichiga","Namichinga A",1263
"Lindi","Ruangwa","Narungombe","Liuguru","Ruangwa","Narungombe","Liuguru",2639
"Lindi","Ruangwa","Narungombe","Narungombe","Ruangwa","Narungombe","Narungombe",2505
"Lindi","Ruangwa","Narungombe","Nangurugai","Ruangwa","Narungombe","Nangurugai",1326
"Lindi","Ruangwa","Narungombe","Machang ́anja","Ruangwa","Narungombe","Machang'anja",734
"Lindi","Ruangwa","Narungombe","Chikwale","Ruangwa","Narungombe","Chikwale",1203
"Lindi","Ruangwa","Makanjiro","Chilangalile","Ruangwa","Makanjiro","Chilangalile",579
"Lindi","Ruangwa","Makanjiro","Chikoko","Ruangwa","Makanjiro","Chikoko",505
"Lindi","Ruangwa","Makanjiro","Makanjiro","Ruangwa","Makanjiro","Makanjiro",941
"Lindi","Ruangwa","Makanjiro","Mbagara","Ruangwa","Makanjiro","Mbangara",354
"Lindi","Ruangwa","Makanjiro","Chinokole","Ruangwa","Makanjiro","Chinokole",944
"Lindi","Ruangwa","Likunja","Kitandi","Ruangwa","Likunja","Kitandi",3145
"Lindi","Ruangwa","Likunja","Mitope","Ruangwa","Likunja","Mitope",1121
"Lindi","Ruangwa","Likunja","Likunja","Ruangwa","Likunja","Likunja",2103
"Lindi","Ruangwa","Likunja","Mpara","Ruangwa","Likunja","Mpara",611
"Lindi","Ruangwa","Likunja","Mtimboruangwa","Ruangwa","Likunja","Mtimboruangwa",579
"Lindi","Ruangwa","Likunja","Mmawa","Ruangwa","Likunja","Mmawa",866
"Lindi","Ruangwa","Mnacho","Nga ́u","Ruangwa","Mnacho","Ng'au",2965
"Lindi","Ruangwa","Mnacho","Chimbila""A""","Ruangwa","Mnacho","Chimbila""A""",1540
"Lindi","Ruangwa","Mnacho","Chimbila""B""","Ruangwa","Mnacho","Chimbila""B""",1304
"Lindi","Ruangwa","Mnacho","Manokwe","Ruangwa","Mnacho","Manokwe",797
"Lindi","Ruangwa","Mandawa","Mchichili","Ruangwa","Mandawa","Mchichili",2422
"Lindi","Ruangwa","Mandawa","Nahanga","Ruangwa","Mandawa","Nahanga",2586
"Lindi","Ruangwa","Mandawa","Chikundi","Ruangwa","Mandawa","Chikundi",1064
"Lindi","Ruangwa","Mandawa","Mandawachini","Ruangwa","Mandawa","Mandawachini",589
"Lindi","Ruangwa","Nambilaje","Nanjaru","Ruangwa","Nambilanje","Nanjaru",1270
"Lindi","Ruangwa","Nambilaje","Mtondo","Ruangwa","Nambilanje","Mtondo",1918
"Lindi","Ruangwa","Nambilaje","Mkaranga","Ruangwa","Nambilanje","Mkaranga",1331
"Lindi","Ruangwa","Nambilaje","Nambilanje","Ruangwa","Nambilanje","Nambilanje",1663
"Lindi","Ruangwa","Chunyu","Namikulo","Ruangwa","Chunyu","Namikulo",2683
"Lindi","Ruangwa","Chunyu","Chunyu","Ruangwa","Chunyu","Chunyu",2034
"Lindi","Ruangwa","Chunyu","Mihewe","Ruangwa","Chunyu","Mihewe",1093
"Lindi","Ruangwa","Mandarawe","Nandenje","Ruangwa","Mandarawe","Nandenje",1639
"Lindi","Ruangwa","Mandarawe","Nachinyimba","Ruangwa","Mandarawe","Nachinyimba",1007
"Lindi","Ruangwa","Mandarawe","Mandarawe","Ruangwa","Mandarawe","Mandarawe",1150
"Lindi","Ruangwa","Nachingwea","Kilimanihewa","Ruangwa","Nachingwea","Kilimahewa",4118
"Lindi","Ruangwa","Nachingwea","Nachingwea","Ruangwa","Nachingwea","Nachingwea",2039
"Lindi","Ruangwa","Nachingwea","Dodoma","Ruangwa","Nachingwea","Dodoma",1985
"Lindi","Ruangwa","Matambarale","Mtambarale","Ruangwa","Matambarale","Matambarale",939
"Lindi","Ruangwa","Matambarale","Matambarale Kaskazini","Ruangwa","Matambarale","Matambarale Kaskazini",1111
"Lindi","Ruangwa","Matambarale","Nadandara","Ruangwa","Matambarale","Nandandara",1480
"Lindi","Ruangwa","Matambarale","Nmkatila","Ruangwa","Matambarale","Namkatila",1540
"Lindi","Ruangwa","Chibula","Chibula","Ruangwa","Chibula","Chibula",966
"Lindi","Ruangwa","Chibula","Nachikalala","Ruangwa","Chibula","Nachikalala",313
"Lindi","Ruangwa","Chibula","Lichwachwa","Ruangwa","Chibula","Lichwachwa",444
"Lindi","Ruangwa","Chibula","Namihenje","Ruangwa","Chibula","Namihenje",644
"Lindi","Ruangwa","Chibula","Muhuru","Ruangwa","Chibula","Muhuru",569
"Lindi","Ruangwa","Nandagala","Mmawa","Ruangwa","Nandagala","Mmawa",281
"Lindi","Ruangwa","Nandagala","Nandagala""B""","Ruangwa","Nandagala","Nandagala""B""",1489
"Lindi","Ruangwa","Nandagala","Nandagala ""A""","Ruangwa","Nandagala","Nandagala ""A""",1556
"Lindi","Ruangwa","Nandagala","Namahema""B""","Ruangwa","Nandagala","Namahema""B""",549
"Lindi","Ruangwa","Nandagala","Namahema""A""","Ruangwa","Nandagala","Namahema""A""",1439
"Lindi","Ruangwa","Nanganga","Mbecha","Ruangwa","Nanganga","Mbecha",1611
"Lindi","Ruangwa","Nanganga","Mtakuja","Ruangwa","Nanganga","Mtakuja",1729
"Lindi","Ruangwa","Nanganga","Nanganga","Ruangwa","Nanganga","Nanganga",1033
"Lindi","Ruangwa","Nanganga","Mchenganyumba","Ruangwa","Nanganga","Mchenganyumba",587
"Lindi","Ruangwa","Chinongwe","Litama","Ruangwa","Chinongwe","Litama",1172
"Lindi","Ruangwa","Chinongwe","Juhudi""A""","Ruangwa","Chinongwe","Juhudi""A""",1118
"Lindi","Ruangwa","Chinongwe","Juhudi""B""","Ruangwa","Chinongwe","Juhudi""B""",939
"Lindi","Ruangwa","Chinongwe","Chinongwe""A""","Ruangwa","Chinongwe","Chinongwe""A""",1117
"Lindi","Ruangwa","Chinongwe","Chinongwe""B""","Ruangwa","Chinongwe","Chinongwe""B""",1214
"Lindi","Ruangwa","Chinongwe","Likwachu","Ruangwa","Chinongwe","Likwachu",2140
"Lindi","Lindi Urban","Ndoro","Ndorojuu","Lindi Urban","Ndoro","Ndorojuu",438
"Lindi","Lindi Urban","Ndoro","Ndorochini","Lindi Urban","Ndoro","Ndorochini",219
"Lindi","Lindi Urban","Ndoro","Ndoro kusini","Lindi Urban","Ndoro","Ndoro kusini",576
"Lindi","Lindi Urban","Ndoro","Ndoro Kaskazini","Lindi Urban","Ndoro","Ndoro Kaskazini",603
"Lindi","Lindi Urban","Makonde","Shekhe Badi","Lindi Urban","Makonde","Shekhe Badi",420
"Lindi","Lindi Urban","Makonde","Amani","Lindi Urban","Makonde","Amani",671
"Lindi","Lindi Urban","Mikumbi","Uganda","Lindi Urban","Mikumbi","Uganda",857
"Lindi","Lindi Urban","Mikumbi","Mikumbimagharibi","Lindi Urban","Mikumbi","Mikumbimagharibi",573
"Lindi","Lindi Urban","Mikumbi","Shule","Lindi Urban","Mikumbi","Shule",576
"Lindi","Lindi Urban","Mitandi","Jafupembe","Lindi Urban","Mitandi","Jafupembe",550
"Lindi","Lindi Urban","Mitandi","Mnubi","Lindi Urban","Mitandi","Mnubi",457
"Lindi","Lindi Urban","Mitandi","Manispaa","Lindi Urban","Mitandi","Manispaa",530
"Lindi","Lindi Urban","Mitandi","Navetaveta","Lindi Urban","Mitandi","Navetaveta",317
"Lindi","Lindi Urban","Mitandi","Maisara","Lindi Urban","Mitandi","Maisara",259
"Lindi","Lindi Urban","Mitandi","Idahoti","Lindi Urban","Mitandi","Idahoti",401
"Lindi","Lindi Urban","Rahaleo","Rahaleo","Lindi Urban","Rahaleo","Rahaleo",583
"Lindi","Lindi Urban","Rahaleo","Ufukweni","Lindi Urban","Rahaleo","Ufukweni",346
"Lindi","Lindi Urban","Rahaleo","MchingaRoad","Lindi Urban","Rahaleo","MchingaRoad",282
"Lindi","Lindi Urban","Rahaleo","Majengo","Lindi Urban","Rahaleo","Majengo",900
"Lindi","Lindi Urban","Mwenge","Kilimahewa","Lindi Urban","Mwenge","Kilimahewa",1160
"Lindi","Lindi Urban","Mwenge","Migombani","Lindi Urban","Mwenge","Migombani",299
"Lindi","Lindi Urban","Mwenge","National Housing","Lindi Urban","Mwenge","National Housing",376
"Lindi","Lindi Urban","Mwenge","Magogoni","Lindi Urban","Mwenge","Magogoni",451
"Lindi","Lindi Urban","Mwenge","Mwenge","Lindi Urban","Mwenge","Mwenge",521
"Lindi","Lindi Urban","Matopeni","Matopeni","Lindi Urban","Matopeni","Matopeni",336
"Lindi","Lindi Urban","Matopeni","Kota","Lindi Urban","Matopeni","Kota",264
"Lindi","Lindi Urban","Matopeni","Msikitini","Lindi Urban","Matopeni","Msikitini",872
"Lindi","Lindi Urban","Matopeni","Mtuleni""B""","Lindi Urban","Matopeni","Mtuleni""B""",420
"Lindi","Lindi Urban","Matopeni","Mtuleni""A""","Lindi Urban","Matopeni","Mtuleni""A""",873
"Lindi","Lindi Urban","Matopeni","Kawawa road","Lindi Urban","Matopeni","Kawawa",813
"Lindi","Lindi Urban","Wailes","Angaza","Lindi Urban","Wailes","Angaza",946
"Lindi","Lindi Urban","Wailes","Angola","Lindi Urban","Wailes","Angola",674
"Lindi","Lindi Urban","Wailes","Majanimapana","Lindi Urban","Wailes","Majanimapana",346
"Lindi","Lindi Urban","Wailes","Kilimahewa","Lindi Urban","Wailes","Kilimahewa",551
"Lindi","Lindi Urban","Wailes","Rutamba","Lindi Urban","Wailes","Rutamba",295
"Lindi","Lindi Urban","Nachingwea","Sabasaba","Lindi Urban","Nachingwea","Sabasaba",990
"Lindi","Lindi Urban","Nachingwea","Nachingwea","Lindi Urban","Nachingwea","Nachingwea",1164
"Lindi","Lindi Urban","Nachingwea","Mpilipili Kusini","Lindi Urban","Nachingwea","Mpilipili Kusini",359
"Lindi","Lindi Urban","Nachingwea","Mpilipili Kaskazini","Lindi Urban","Nachingwea","Mpilipili Kaskazini",663
"Lindi","Lindi Urban","Rasbura","Mitwero","Lindi Urban","Rasbura","Mitwero",1881
"Lindi","Lindi Urban","Rasbura","Mabano","Lindi Urban","Rasbura","Mabano",605
"Lindi","Lindi Urban","Rasbura","Mmongo","Lindi Urban","Rasbura","Mmongo",281
"Lindi","Lindi Urban","Rasbura","Mitema","Lindi Urban","Rasbura","Mitema",81
"Lindi","Lindi Urban","Rasbura","Likotwa","Lindi Urban","Rasbura","Likotwa",2307
"Lindi","Lindi Urban","Rasbura","Likotwa","Lindi Urban","Rasbura","Likotwa",171
"Lindi","Lindi Urban","Rasbura","Kariakoo","Lindi Urban","Rasbura","Kariakoo",1275
"Lindi","Lindi Urban","Mtanda","Mtandachini","Lindi Urban","Mtanda","Mtandachini",805
"Lindi","Lindi Urban","Mtanda","Mtandajuu","Lindi Urban","Mtanda","Mtandajuu",1224
"Lindi","Lindi Urban","Mtanda","Nanembo","Lindi Urban","Mtanda","Nanembo",947
"Lindi","Lindi Urban","Mtanda","Mchochoro","Lindi Urban","Mtanda","Mchochoro",1177
"Lindi","Lindi Urban","Mtanda","Mukule","Lindi Urban","Mtanda","Mukule",1530
"Lindi","Lindi Urban","Jamhuri","Mitumbati","Lindi Urban","Jamhuri","Mitumbati",1527
"Lindi","Lindi Urban","Jamhuri","Tulieni","Lindi Urban","Jamhuri","Tulieni",1001
"Lindi","Lindi Urban","Jamhuri","Kiduni","Lindi Urban","Jamhuri","Kiduni",674
"Lindi","Lindi Urban","Jamhuri","Mtange","Lindi Urban","Jamhuri","Mtange",396
"Lindi","Lindi Urban","Jamhuri","Mlandege","Lindi Urban","Jamhuri","Mlandege",1460
"Lindi","Lindi Urban","Jamhuri","Tankini","Lindi Urban","Jamhuri","Tankini",813
