"Date","Correct_Village","Correct_Ward","Correct_District","Correct_Region","Dogs.without.collars","Dogs.with.collars","month","year","DWV","DW"
2014-06-22,"Angaza","Wailes","Lindi Urban","Lindi",4,2,54,2014,"lindiurban_wailes_angaza","lindiurban_wailes"
2015-09-16,"Barikiwa","Barikiwa","Liwale","Lindi",0,2,69,2015,"liwale_barikiwa_barikiwa","liwale_barikiwa"
2016-11-25,"Barikiwa","Barikiwa","Liwale","Lindi",2,8,83,2016,"liwale_barikiwa_barikiwa","liwale_barikiwa"
2014-06-30,"Barikiwa","Barikiwa","Liwale","Lindi",8,2,54,2014,"liwale_barikiwa_barikiwa","liwale_barikiwa"
2015-09-16,"Chimbuko","Barikiwa","Liwale","Lindi",0,2,69,2015,"liwale_barikiwa_chimbuko","liwale_barikiwa"
2016-11-25,"Chimbuko","Barikiwa","Liwale","Lindi",3,0,83,2016,"liwale_barikiwa_chimbuko","liwale_barikiwa"
2014-06-30,"Chimbuko","Barikiwa","Liwale","Lindi",5,1,54,2014,"liwale_barikiwa_chimbuko","liwale_barikiwa"
2015-09-02,"Ndunyungu","Barikiwa","Liwale","Lindi",1,2,69,2015,"liwale_barikiwa_ndunyungu","liwale_barikiwa"
2016-11-26,"Ndunyungu","Barikiwa","Liwale","Lindi",1,3,83,2016,"liwale_barikiwa_ndunyungu","liwale_barikiwa"
2014-06-30,"Ndunyungu","Barikiwa","Liwale","Lindi",4,2,54,2014,"liwale_barikiwa_ndunyungu","liwale_barikiwa"
2014-07-02,"Kiangara","Kiangara","Liwale","Lindi",4,10,55,2014,"liwale_kiangara_kiangara","liwale_kiangara"
2015-09-17,"Kiangara","Kiangara","Liwale","Lindi",2,6,69,2015,"liwale_kiangara_kiangara","liwale_kiangara"
2016-11-29,"Kiangara","Kiangara","Liwale","Lindi",8,17,83,2016,"liwale_kiangara_kiangara","liwale_kiangara"
2014-07-01,"Kitogoro","Kiangara","Liwale","Lindi",12,7,55,2014,"liwale_kiangara_kitogoro","liwale_kiangara"
2015-09-14,"Kitogoro","Kiangara","Liwale","Lindi",4,0,69,2015,"liwale_kiangara_kitogoro","liwale_kiangara"
2014-07-02,"Litoo","Kiangara","Liwale","Lindi",0,8,55,2014,"liwale_kiangara_litoo","liwale_kiangara"
2015-09-18,"Litoo","Kiangara","Liwale","Lindi",3,3,69,2015,"liwale_kiangara_litoo","liwale_kiangara"
2014-07-03,"Mtawatawa","Kiangara","Liwale","Lindi",2,2,55,2014,"liwale_kiangara_mtawatawa","liwale_kiangara"
2015-09-15,"Mtawatawa","Kiangara","Liwale","Lindi",0,3,69,2015,"liwale_kiangara_mtawatawa","liwale_kiangara"
2014-07-01,"Kibutuka","Kibutuka","Liwale","Lindi",9,7,55,2014,"liwale_kibutuka_kibutuka","liwale_kibutuka"
2015-09-02,"Kibutuka","Kibutuka","Liwale","Lindi",5,9,69,2015,"liwale_kibutuka_kibutuka","liwale_kibutuka"
2016-11-28,"Kibutuka","Kibutuka","Liwale","Lindi",7,19,83,2016,"liwale_kibutuka_kibutuka","liwale_kibutuka"
2015-09-13,"Ngumbu","Kibutuka","Liwale","Lindi",4,6,69,2015,"liwale_kibutuka_ngumbu","liwale_kibutuka"
2016-11-28,"Ngumbu","Kibutuka","Liwale","Lindi",7,15,83,2016,"liwale_kibutuka_ngumbu","liwale_kibutuka"
2014-06-30,"Ngumbu","Kibutuka","Liwale","Lindi",15,5,54,2014,"liwale_kibutuka_ngumbu","liwale_kibutuka"
2015-09-02,"Kichonda","Kichonda","Liwale","Lindi",2,6,69,2015,"liwale_kichonda_kichonda","liwale_kichonda"
2014-07-04,"Kichonda","Kichonda","Liwale","Lindi",7,0,55,2014,"liwale_kichonda_kichonda","liwale_kichonda"
2014-07-04,"Mbuli","Kichonda","Liwale","Lindi",2,0,55,2014,"liwale_kichonda_mbuli","liwale_kichonda"
2015-09-13,"Mbuli","Kichonda","Liwale","Lindi",2,3,69,2015,"liwale_kichonda_mbuli","liwale_kichonda"
2016-11-28,"Mbuli","Kichonda","Liwale","Lindi",0,4,83,2016,"liwale_kichonda_mbuli","liwale_kichonda"
2014-07-02,"Nyera","Kichonda","Liwale","Lindi",0,0,55,2014,"liwale_kichonda_nyera","liwale_kichonda"
2015-09-14,"Nyera","Kichonda","Liwale","Lindi",0,5,69,2015,"liwale_kichonda_nyera","liwale_kichonda"
2016-11-27,"Nyera","Kichonda","Liwale","Lindi",1,3,83,2016,"liwale_kichonda_nyera","liwale_kichonda"
2014-07-02,"Kimambi","Kimambi","Liwale","Lindi",1,0,55,2014,"liwale_kimambi_kimambi","liwale_kimambi"
2015-09-16,"Kimambi","Kimambi","Liwale","Lindi",3,5,69,2015,"liwale_kimambi_kimambi","liwale_kimambi"
2016-11-25,"Kimambi","Kimambi","Liwale","Lindi",0,6,83,2016,"liwale_kimambi_kimambi","liwale_kimambi"
2014-07-04,"Kuchocholokana","Likongowele","Liwale","Lindi",3,4,55,2014,"liwale_likongowele_kuchocholokana","liwale_likongowele"
2015-09-13,"Kuchocholokana","Likongowele","Liwale","Lindi",3,1,69,2015,"liwale_likongowele_kuchocholokana","liwale_likongowele"
2016-11-25,"Kuchocholokana","Likongowele","Liwale","Lindi",0,0,83,2016,"liwale_likongowele_kuchocholokana","liwale_likongowele"
2014-07-01,"Likongowele","Likongowele","Liwale","Lindi",4,2,55,2014,"liwale_likongowele_likongowele","liwale_likongowele"
2015-09-13,"Likongowele","Likongowele","Liwale","Lindi",2,0,69,2015,"liwale_likongowele_likongowele","liwale_likongowele"
2016-11-25,"Likongowele","Likongowele","Liwale","Lindi",5,3,83,2016,"liwale_likongowele_likongowele","liwale_likongowele"
2015-09-13,"Nyangaga","Likongowele","Liwale","Lindi",0,0,69,2015,"liwale_likongowele_nyangaga","liwale_likongowele"
2016-11-25,"Nyangaga","Likongowele","Liwale","Lindi",0,0,83,2016,"liwale_likongowele_nyangaga","liwale_likongowele"
2014-07-01,"Uliya","Likongowele","Liwale","Lindi",2,1,55,2014,"liwale_likongowele_uliya","liwale_likongowele"
2015-09-02,"Uliya","Likongowele","Liwale","Lindi",4,6,69,2015,"liwale_likongowele_uliya","liwale_likongowele"
2014-07-01,"Chigugu","Lilombe","Liwale","Lindi",9,3,55,2014,"liwale_lilombe_chigugu","liwale_lilombe"
2015-09-02,"Chigugu","Lilombe","Liwale","Lindi",4,5,69,2015,"liwale_lilombe_chigugu","liwale_lilombe"
2016-11-26,"Chigugu","Lilombe","Liwale","Lindi",0,0,83,2016,"liwale_lilombe_chigugu","liwale_lilombe"
2014-07-03,"Lilombe","Lilombe","Liwale","Lindi",10,3,55,2014,"liwale_lilombe_lilombe","liwale_lilombe"
2015-09-16,"Lilombe","Lilombe","Liwale","Lindi",0,5,69,2015,"liwale_lilombe_lilombe","liwale_lilombe"
2016-11-25,"Lilombe","Lilombe","Liwale","Lindi",0,1,83,2016,"liwale_lilombe_lilombe","liwale_lilombe"
2014-07-04,"Luwele","Lilombe","Liwale","Lindi",0,3,55,2014,"liwale_lilombe_luwele","liwale_lilombe"
2015-09-16,"Luwele","Lilombe","Liwale","Lindi",3,1,69,2015,"liwale_lilombe_luwele","liwale_lilombe"
2016-11-25,"Luwele","Lilombe","Liwale","Lindi",1,2,83,2016,"liwale_lilombe_luwele","liwale_lilombe"
2014-07-03,"Legezamwendo","Liwale 'B'","Liwale","Lindi",14,1,55,2014,"liwale_liwaleb_legezamwendo","liwale_liwaleb"
2015-09-15,"Legezamwendo","Liwale 'B'","Liwale","Lindi",6,4,69,2015,"liwale_liwaleb_legezamwendo","liwale_liwaleb"
2016-11-29,"Legezamwendo","Liwale 'B'","Liwale","Lindi",0,0,83,2016,"liwale_liwaleb_legezamwendo","liwale_liwaleb"
2014-07-02,"Liwale 'B'","Liwale 'B'","Liwale","Lindi",25,2,55,2014,"liwale_liwaleb_liwaleb","liwale_liwaleb"
2015-09-14,"Liwale 'B'","Liwale 'B'","Liwale","Lindi",5,13,69,2015,"liwale_liwaleb_liwaleb","liwale_liwaleb"
2016-11-25,"Liwale 'B'","Liwale 'B'","Liwale","Lindi",0,0,83,2016,"liwale_liwaleb_liwaleb","liwale_liwaleb"
2014-07-03,"Mahonga","Liwale 'B'","Liwale","Lindi",1,3,55,2014,"liwale_liwaleb_mahonga","liwale_liwaleb"
2015-09-13,"Mahonga","Liwale 'B'","Liwale","Lindi",0,0,69,2015,"liwale_liwaleb_mahonga","liwale_liwaleb"
2016-11-28,"Mahonga","Liwale 'B'","Liwale","Lindi",0,0,83,2016,"liwale_liwaleb_mahonga","liwale_liwaleb"
2014-07-03,"Mikunya","Liwale 'B'","Liwale","Lindi",22,3,55,2014,"liwale_liwaleb_mikunya","liwale_liwaleb"
2015-09-16,"Mikunya","Liwale 'B'","Liwale","Lindi",2,10,69,2015,"liwale_liwaleb_mikunya","liwale_liwaleb"
2016-11-26,"Mikunya","Liwale 'B'","Liwale","Lindi",0,4,83,2016,"liwale_liwaleb_mikunya","liwale_liwaleb"
2014-07-04,"Nanjegeja","Liwale 'B'","Liwale","Lindi",3,1,55,2014,"liwale_liwaleb_nanjegeja","liwale_liwaleb"
2015-09-15,"Nanjegeja","Liwale 'B'","Liwale","Lindi",0,0,69,2015,"liwale_liwaleb_nanjegeja","liwale_liwaleb"
2016-11-30,"Nanjegeja","Liwale 'B'","Liwale","Lindi",0,2,83,2016,"liwale_liwaleb_nanjegeja","liwale_liwaleb"
2015-09-02,"Tuungane","Liwale 'B'","Liwale","Lindi",0,3,69,2015,"liwale_liwaleb_tuungane","liwale_liwaleb"
2014-07-04,"Tuungane","Liwale 'B'","Liwale","Lindi",4,0,55,2014,"liwale_liwaleb_tuungane","liwale_liwaleb"
2016-11-27,"Tuungane","Liwale 'B'","Liwale","Lindi",0,0,83,2016,"liwale_liwaleb_tuungane","liwale_liwaleb"
2014-07-01,"Kilipwike","Liwale Mjini","Liwale","Lindi",0,2,55,2014,"liwale_liwalemjini_kilipwike","liwale_liwalemjini"
2015-09-15,"Kilipwike","Liwale Mjini","Liwale","Lindi",0,0,69,2015,"liwale_liwalemjini_kilipwike","liwale_liwalemjini"
2016-11-26,"Kilipwike","Liwale Mjini","Liwale","Lindi",0,0,83,2016,"liwale_liwalemjini_kilipwike","liwale_liwalemjini"
2014-07-04,"Makonjiganga","Liwale Mjini","Liwale","Lindi",3,1,55,2014,"liwale_liwalemjini_makonjiganga","liwale_liwalemjini"
2015-09-14,"Makonjiganga","Liwale Mjini","Liwale","Lindi",4,3,69,2015,"liwale_liwalemjini_makonjiganga","liwale_liwalemjini"
2016-11-26,"Makonjiganga","Liwale Mjini","Liwale","Lindi",4,0,83,2016,"liwale_liwalemjini_makonjiganga","liwale_liwalemjini"
2014-07-01,"Mpirani","Liwale Mjini","Liwale","Lindi",2,4,55,2014,"liwale_liwalemjini_mpirani","liwale_liwalemjini"
2015-09-14,"Mpirani","Liwale Mjini","Liwale","Lindi",2,3,69,2015,"liwale_liwalemjini_mpirani","liwale_liwalemjini"
2016-11-26,"Mpirani","Liwale Mjini","Liwale","Lindi",3,1,83,2016,"liwale_liwalemjini_mpirani","liwale_liwalemjini"
2014-07-04,"Mungurumo","Liwale Mjini","Liwale","Lindi",1,2,55,2014,"liwale_liwalemjini_mungurumo","liwale_liwalemjini"
2016-11-26,"Mungurumo","Liwale Mjini","Liwale","Lindi",3,4,83,2016,"liwale_liwalemjini_mungurumo","liwale_liwalemjini"
2014-07-02,"Naluleo","Liwale Mjini","Liwale","Lindi",8,1,55,2014,"liwale_liwalemjini_naluleo","liwale_liwalemjini"
2015-09-14,"Naluleo","Liwale Mjini","Liwale","Lindi",1,4,69,2015,"liwale_liwalemjini_naluleo","liwale_liwalemjini"
2016-11-28,"Naluleo","Liwale Mjini","Liwale","Lindi",1,0,83,2016,"liwale_liwalemjini_naluleo","liwale_liwalemjini"
2014-07-02,"Tepetepe","Liwale Mjini","Liwale","Lindi",0,1,55,2014,"liwale_liwalemjini_tepetepe","liwale_liwalemjini"
2015-09-14,"Tepetepe","Liwale Mjini","Liwale","Lindi",0,0,69,2015,"liwale_liwalemjini_tepetepe","liwale_liwalemjini"
2016-11-29,"Tepetepe","Liwale Mjini","Liwale","Lindi",4,7,83,2016,"liwale_liwalemjini_tepetepe","liwale_liwalemjini"
2014-07-02,"Kigwema","Makata","Liwale","Lindi",5,2,55,2014,"liwale_makata_kigwema","liwale_makata"
2015-09-17,"Kigwema","Makata","Liwale","Lindi",0,0,69,2015,"liwale_makata_kigwema","liwale_makata"
2016-11-28,"Kigwema","Makata","Liwale","Lindi",0,4,83,2016,"liwale_makata_kigwema","liwale_makata"
2014-07-04,"Lubaba","Makata","Liwale","Lindi",7,1,55,2014,"liwale_makata_lubaba","liwale_makata"
2015-09-14,"Lubaba","Makata","Liwale","Lindi",0,2,69,2015,"liwale_makata_lubaba","liwale_makata"
2016-11-28,"Lubaba","Makata","Liwale","Lindi",0,0,83,2016,"liwale_makata_lubaba","liwale_makata"
2015-09-15,"Makata","Makata","Liwale","Lindi",0,2,69,2015,"liwale_makata_makata","liwale_makata"
2016-11-29,"Makata","Makata","Liwale","Lindi",2,8,83,2016,"liwale_makata_makata","liwale_makata"
2014-07-30,"Makata","Makata","Liwale","Lindi",6,6,55,2014,"liwale_makata_makata","liwale_makata"
2014-07-03,"Mitawa","Makata","Liwale","Lindi",9,4,55,2014,"liwale_makata_mitawa","liwale_makata"
2015-09-13,"Mitawa","Makata","Liwale","Lindi",2,0,69,2015,"liwale_makata_mitawa","liwale_makata"
2015-09-15,"Mitawa","Makata","Liwale","Lindi",1,0,69,2015,"liwale_makata_mitawa","liwale_makata"
2016-11-27,"Mitawa","Makata","Liwale","Lindi",2,0,83,2016,"liwale_makata_mitawa","liwale_makata"
2015-09-14,"Mkundi","Makata","Liwale","Lindi",0,0,69,2015,"liwale_makata_mkundi","liwale_makata"
2016-11-28,"Mkundi","Makata","Liwale","Lindi",1,5,83,2016,"liwale_makata_mkundi","liwale_makata"
2014-07-30,"Mkundi","Makata","Liwale","Lindi",3,5,55,2014,"liwale_makata_mkundi","liwale_makata"
2014-07-03,"Mpengere","Makata","Liwale","Lindi",7,1,55,2014,"liwale_makata_mpengere","liwale_makata"
2015-09-15,"Mpengere","Makata","Liwale","Lindi",0,0,69,2015,"liwale_makata_mpengere","liwale_makata"
2016-11-29,"Mpengere","Makata","Liwale","Lindi",0,4,83,2016,"liwale_makata_mpengere","liwale_makata"
2015-09-15,"Kimbemba","Mangirikiti","Liwale","Lindi",0,0,69,2015,"liwale_mangirikiti_kimbemba","liwale_mangirikiti"
2016-11-29,"Kimbemba","Mangirikiti","Liwale","Lindi",2,0,83,2016,"liwale_mangirikiti_kimbemba","liwale_mangirikiti"
2014-06-30,"Kimbemba","Mangirikiti","Liwale","Lindi",0,1,54,2014,"liwale_mangirikiti_kimbemba","liwale_mangirikiti"
2014-07-04,"Kipule","Mangirikiti","Liwale","Lindi",2,0,55,2014,"liwale_mangirikiti_kipule","liwale_mangirikiti"
2015-09-15,"Kipule","Mangirikiti","Liwale","Lindi",2,3,69,2015,"liwale_mangirikiti_kipule","liwale_mangirikiti"
2014-07-03,"Makinda","Mangirikiti","Liwale","Lindi",3,0,55,2014,"liwale_mangirikiti_makinda","liwale_mangirikiti"
2015-09-14,"Makinda","Mangirikiti","Liwale","Lindi",2,7,69,2015,"liwale_mangirikiti_makinda","liwale_mangirikiti"
2014-07-03,"Mangirikiti","Mangirikiti","Liwale","Lindi",0,2,55,2014,"liwale_mangirikiti_mangirikiti","liwale_mangirikiti"
2015-09-15,"Mangirikiti","Mangirikiti","Liwale","Lindi",0,3,69,2015,"liwale_mangirikiti_mangirikiti","liwale_mangirikiti"
2016-11-29,"Mangirikiti","Mangirikiti","Liwale","Lindi",1,0,83,2016,"liwale_mangirikiti_mangirikiti","liwale_mangirikiti"
2014-07-04,"Mkonganage","Mangirikiti","Liwale","Lindi",0,0,55,2014,"liwale_mangirikiti_mkonganage","liwale_mangirikiti"
2015-09-16,"Mkonganage","Mangirikiti","Liwale","Lindi",5,11,69,2015,"liwale_mangirikiti_mkonganage","liwale_mangirikiti"
2014-07-02,"Ngorongopa","Mangirikiti","Liwale","Lindi",4,1,55,2014,"liwale_mangirikiti_ngorongopa","liwale_mangirikiti"
2015-09-14,"Ngorongopa","Mangirikiti","Liwale","Lindi",4,6,69,2015,"liwale_mangirikiti_ngorongopa","liwale_mangirikiti"
2014-07-04,"Mbaya","Mbaya","Liwale","Lindi",5,4,55,2014,"liwale_mbaya_mbaya","liwale_mbaya"
2015-09-15,"Mbaya","Mbaya","Liwale","Lindi",0,0,69,2015,"liwale_mbaya_mbaya","liwale_mbaya"
2016-11-29,"Mbaya","Mbaya","Liwale","Lindi",1,4,83,2016,"liwale_mbaya_mbaya","liwale_mbaya"
2014-07-02,"mtawango","Mbaya","Liwale","Lindi",1,0,55,2014,"liwale_mbaya_mtawango","liwale_mbaya"
2015-09-13,"mtawango","Mbaya","Liwale","Lindi",0,0,69,2015,"liwale_mbaya_mtawango","liwale_mbaya"
2015-09-14,"mtawango","Mbaya","Liwale","Lindi",0,0,69,2015,"liwale_mbaya_mtawango","liwale_mbaya"
2016-11-28,"mtawango","Mbaya","Liwale","Lindi",0,0,83,2016,"liwale_mbaya_mtawango","liwale_mbaya"
2015-09-15,"Namihu","Mbaya","Liwale","Lindi",3,9,69,2015,"liwale_mbaya_namihu","liwale_mbaya"
2016-11-29,"Namihu","Mbaya","Liwale","Lindi",1,8,83,2016,"liwale_mbaya_namihu","liwale_mbaya"
2014-06-30,"Namihu","Mbaya","Liwale","Lindi",6,0,54,2014,"liwale_mbaya_namihu","liwale_mbaya"
2014-07-03,"Namtumbwa","Mbaya","Liwale","Lindi",1,0,55,2014,"liwale_mbaya_namtumbwa","liwale_mbaya"
2015-09-15,"Namtumbwa","Mbaya","Liwale","Lindi",0,0,69,2015,"liwale_mbaya_namtumbwa","liwale_mbaya"
2015-09-16,"Namtumbwa","Mbaya","Liwale","Lindi",3,1,69,2015,"liwale_mbaya_namtumbwa","liwale_mbaya"
2016-11-29,"Namtumbwa","Mbaya","Liwale","Lindi",5,0,83,2016,"liwale_mbaya_namtumbwa","liwale_mbaya"
2015-09-14,"Nduruka","Mbaya","Liwale","Lindi",2,1,69,2015,"liwale_mbaya_nduruka","liwale_mbaya"
2015-09-15,"Nduruka","Mbaya","Liwale","Lindi",4,2,69,2015,"liwale_mbaya_nduruka","liwale_mbaya"
2016-11-27,"Nduruka","Mbaya","Liwale","Lindi",0,2,83,2016,"liwale_mbaya_nduruka","liwale_mbaya"
2014-06-30,"Nduruka","Mbaya","Liwale","Lindi",6,1,54,2014,"liwale_mbaya_nduruka","liwale_mbaya"
2014-07-04,"Darajani","Mihumo","Liwale","Lindi",3,4,55,2014,"liwale_mihumo_darajani","liwale_mihumo"
2015-09-15,"Darajani","Mihumo","Liwale","Lindi",1,3,69,2015,"liwale_mihumo_darajani","liwale_mihumo"
2016-11-29,"Darajani","Mihumo","Liwale","Lindi",2,0,83,2016,"liwale_mihumo_darajani","liwale_mihumo"
2015-09-17,"Likombora","Mihumo","Liwale","Lindi",5,9,69,2015,"liwale_mihumo_likombora","liwale_mihumo"
2014-06-30,"Likombora","Mihumo","Liwale","Lindi",0,0,54,2014,"liwale_mihumo_likombora","liwale_mihumo"
2014-07-01,"Mihumo","Mihumo","Liwale","Lindi",6,3,55,2014,"liwale_mihumo_mihumo","liwale_mihumo"
2015-09-15,"Mihumo","Mihumo","Liwale","Lindi",1,4,69,2015,"liwale_mihumo_mihumo","liwale_mihumo"
2016-11-29,"Mihumo","Mihumo","Liwale","Lindi",0,0,83,2016,"liwale_mihumo_mihumo","liwale_mihumo"
2014-07-02,"Turuki","Mihumo","Liwale","Lindi",0,0,55,2014,"liwale_mihumo_turuki","liwale_mihumo"
2015-09-02,"Turuki","Mihumo","Liwale","Lindi",4,10,69,2015,"liwale_mihumo_turuki","liwale_mihumo"
2015-09-16,"Kipelele","Mirui","Liwale","Lindi",3,2,69,2015,"liwale_mirui_kipelele","liwale_mirui"
2014-06-30,"Kipelele","Mirui","Liwale","Lindi",2,1,54,2014,"liwale_mirui_kipelele","liwale_mirui"
2015-09-16,"Lineng'ene","Mirui","Liwale","Lindi",2,0,69,2015,"liwale_mirui_linengene","liwale_mirui"
2014-06-30,"Lineng'ene","Mirui","Liwale","Lindi",3,2,54,2014,"liwale_mirui_linengene","liwale_mirui"
2015-09-16,"Mirui","Mirui","Liwale","Lindi",5,3,69,2015,"liwale_mirui_mirui","liwale_mirui"
2016-11-25,"Mirui","Mirui","Liwale","Lindi",1,4,83,2016,"liwale_mirui_mirui","liwale_mirui"
2014-06-30,"Mirui","Mirui","Liwale","Lindi",4,3,54,2014,"liwale_mirui_mirui","liwale_mirui"
2015-09-02,"Naujombo","Mirui","Liwale","Lindi",2,5,69,2015,"liwale_mirui_naujombo","liwale_mirui"
2016-11-26,"Naujombo","Mirui","Liwale","Lindi",8,1,83,2016,"liwale_mirui_naujombo","liwale_mirui"
2014-07-30,"Naujombo","Mirui","Liwale","Lindi",9,6,55,2014,"liwale_mirui_naujombo","liwale_mirui"
2015-09-02,"Kikulyungu","Mkutano","Liwale","Lindi",0,0,69,2015,"liwale_mkutano_kikulyungu","liwale_mkutano"
2014-07-03,"Kikulyungu","Mkutano","Liwale","Lindi",0,0,55,2014,"liwale_mkutano_kikulyungu","liwale_mkutano"
2016-11-25,"Kikulyungu","Mkutano","Liwale","Lindi",12,9,83,2016,"liwale_mkutano_kikulyungu","liwale_mkutano"
2014-07-01,"Mkutano","Mkutano","Liwale","Lindi",0,0,55,2014,"liwale_mkutano_mkutano","liwale_mkutano"
2015-09-17,"Mkutano","Mkutano","Liwale","Lindi",0,0,69,2015,"liwale_mkutano_mkutano","liwale_mkutano"
2016-11-26,"Mkutano","Mkutano","Liwale","Lindi",0,0,83,2016,"liwale_mkutano_mkutano","liwale_mkutano"
2014-07-02,"Mlembwe","Mlembwe","Liwale","Lindi",3,4,55,2014,"liwale_mlembwe_mlembwe","liwale_mlembwe"
2015-09-13,"Mlembwe","Mlembwe","Liwale","Lindi",1,0,69,2015,"liwale_mlembwe_mlembwe","liwale_mlembwe"
2016-11-27,"Mlembwe","Mlembwe","Liwale","Lindi",0,0,83,2016,"liwale_mlembwe_mlembwe","liwale_mlembwe"
2015-09-02,"Ndambinda","Mlembwe","Liwale","Lindi",1,3,69,2015,"liwale_mlembwe_ndambinda","liwale_mlembwe"
2016-11-26,"Ndambinda","Mlembwe","Liwale","Lindi",0,0,83,2016,"liwale_mlembwe_ndambinda","liwale_mlembwe"
2015-09-02,"Ndapata","Mlembwe","Liwale","Lindi",2,7,69,2015,"liwale_mlembwe_ndapata","liwale_mlembwe"
2014-07-04,"Ndapata","Mlembwe","Liwale","Lindi",1,0,55,2014,"liwale_mlembwe_ndapata","liwale_mlembwe"
2016-11-25,"Ndapata","Mlembwe","Liwale","Lindi",0,2,83,2016,"liwale_mlembwe_ndapata","liwale_mlembwe"
2014-07-02,"Mitawa","Mpigamiti","Liwale","Lindi",10,0,55,2014,"liwale_mpigamiti_mitawa","liwale_mpigamiti"
2015-09-16,"Mpigamiti","Mpigamiti","Liwale","Lindi",2,2,69,2015,"liwale_mpigamiti_mpigamiti","liwale_mpigamiti"
2016-11-25,"Mpigamiti","Mpigamiti","Liwale","Lindi",0,2,83,2016,"liwale_mpigamiti_mpigamiti","liwale_mpigamiti"
2014-06-30,"Mpigamiti","Mpigamiti","Liwale","Lindi",2,1,54,2014,"liwale_mpigamiti_mpigamiti","liwale_mpigamiti"
2015-09-02,"Namakololo","Mpigamiti","Liwale","Lindi",2,3,69,2015,"liwale_mpigamiti_namakololo","liwale_mpigamiti"
2014-07-04,"Namakololo","Mpigamiti","Liwale","Lindi",24,2,55,2014,"liwale_mpigamiti_namakololo","liwale_mpigamiti"
2016-11-26,"Namakololo","Mpigamiti","Liwale","Lindi",0,3,83,2016,"liwale_mpigamiti_namakololo","liwale_mpigamiti"
2014-07-05,"Kinguluwila","Nangando","Liwale","Lindi",0,5,55,2014,"liwale_nangando_kinguluwila","liwale_nangando"
2015-09-13,"Kinguluwila","Nangando","Liwale","Lindi",0,3,69,2015,"liwale_nangando_kinguluwila","liwale_nangando"
2016-11-27,"Kinguluwila","Nangando","Liwale","Lindi",2,1,83,2016,"liwale_nangando_kinguluwila","liwale_nangando"
2014-07-03,"Kitamamuhi","Nangando","Liwale","Lindi",2,0,55,2014,"liwale_nangando_kitamamuhi","liwale_nangando"
2015-09-13,"Kitamamuhi","Nangando","Liwale","Lindi",0,7,69,2015,"liwale_nangando_kitamamuhi","liwale_nangando"
2015-09-16,"Lindota","Nangando","Liwale","Lindi",1,3,69,2015,"liwale_nangando_lindota","liwale_nangando"
2016-11-27,"Lindota","Nangando","Liwale","Lindi",3,7,83,2016,"liwale_nangando_lindota","liwale_nangando"
2014-06-30,"Lindota","Nangando","Liwale","Lindi",3,7,54,2014,"liwale_nangando_lindota","liwale_nangando"
2014-07-04,"Mbonde","Nangando","Liwale","Lindi",0,1,55,2014,"liwale_nangando_mbonde","liwale_nangando"
2015-09-16,"Mbonde","Nangando","Liwale","Lindi",3,4,69,2015,"liwale_nangando_mbonde","liwale_nangando"
2016-11-27,"Mbonde","Nangando","Liwale","Lindi",3,2,83,2016,"liwale_nangando_mbonde","liwale_nangando"
2014-07-01,"Nangando","Nangando","Liwale","Lindi",8,6,55,2014,"liwale_nangando_nangando","liwale_nangando"
2015-09-14,"Nangando","Nangando","Liwale","Lindi",4,1,69,2015,"liwale_nangando_nangando","liwale_nangando"
2016-11-27,"Nangando","Nangando","Liwale","Lindi",5,3,83,2016,"liwale_nangando_nangando","liwale_nangando"
2015-09-16,"Mitungunyu","Nangano","Liwale","Lindi",1,0,69,2015,"liwale_nangano_mitungunyu","liwale_nangano"
2015-09-14,"Nahoro","Nangano","Liwale","Lindi",2,2,69,2015,"liwale_nangano_nahoro","liwale_nangano"
2016-11-25,"Nahoro","Nangano","Liwale","Lindi",8,0,83,2016,"liwale_nangano_nahoro","liwale_nangano"
2014-06-30,"Nahoro","Nangano","Liwale","Lindi",4,5,54,2014,"liwale_nangano_nahoro","liwale_nangano"
2014-07-01,"Nangano","Nangano","Liwale","Lindi",7,7,55,2014,"liwale_nangano_nangano","liwale_nangano"
2015-09-15,"Nangano","Nangano","Liwale","Lindi",5,6,69,2015,"liwale_nangano_nangano","liwale_nangano"
2016-11-26,"Nangano","Nangano","Liwale","Lindi",3,7,83,2016,"liwale_nangano_nangano","liwale_nangano"
2014-07-04,"Mikuyu","Ngongowele","Liwale","Lindi",6,5,55,2014,"liwale_ngongowele_mikuyu","liwale_ngongowele"
2015-09-14,"Mikuyu","Ngongowele","Liwale","Lindi",4,5,69,2015,"liwale_ngongowele_mikuyu","liwale_ngongowele"
2016-11-28,"Mikuyu","Ngongowele","Liwale","Lindi",0,0,83,2016,"liwale_ngongowele_mikuyu","liwale_ngongowele"
2014-07-01,"Ngongowele","Ngongowele","Liwale","Lindi",7,5,55,2014,"liwale_ngongowele_ngongowele","liwale_ngongowele"
2015-09-14,"Ngongowele","Ngongowele","Liwale","Lindi",2,6,69,2015,"liwale_ngongowele_ngongowele","liwale_ngongowele"
2016-11-25,"Ngongowele","Ngongowele","Liwale","Lindi",2,0,83,2016,"liwale_ngongowele_ngongowele","liwale_ngongowele"
2014-07-03,"Ngunja","Ngongowele","Liwale","Lindi",3,3,55,2014,"liwale_ngongowele_ngunja","liwale_ngongowele"
2015-09-13,"Ngunja","Ngongowele","Liwale","Lindi",2,5,69,2015,"liwale_ngongowele_ngunja","liwale_ngongowele"
