"Date","Study.Area","Region","District","Ward","Village.2002","Village","Location.Source","Kitongoji","Latitude","Longitude","UTM.Easting","UTM.Northing","District.1","Village.1","Biter.ID","ID","Uncertainty","Species","Other.species","Owner","Suspect","Vaccination","Date.bitten.known","Date.bitten","Date.bitten.uncertainty","Known.bites","Symptoms.started.known","Symptoms.started","Symptoms.started.accuracy","Date_proxy","Year","month_n"
"07-Apr-2016","STz","Mtwara","Mtwara","Kiromba",NA,NA,"Manually Entered","Shuleni",NA,NA,NA,NA,"Mtwara Rural",NA,0,90,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-01-20","+/- 7 days","2012-01-20",2012,13
"07-Apr-2016","STz","Lindi","Nachingwea","Mkoka",NA,NA,"GPS Receiver","Iviro",NA,NA,NA,NA,"Nachingwea",NA,0,91,"far away","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-01-24","+/- 7 days","2011-01-24",2011,1
"13-Jul-2016","STz","Lindi","Nachingwea","Mkoka",NA,NA,"GPS Receiver","Mkoka Juu",NA,NA,NA,NA,"Nachingwea",NA,0,92,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-03-23","+/- 7 days","2011-03-23",2011,3
"13-Jul-2016","STz","Lindi","Nachingwea","Marambo",NA,NA,"GPS Receiver","Ccm",NA,NA,NA,NA,"Nachingwea",NA,0,93,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-09-22","+/- 7 days","2012-09-22",2012,21
"13-Jul-2016","STz","Lindi","Nachingwea","Marambo",NA,NA,"GPS Receiver","Lupota",NA,NA,NA,NA,"Nachingwea",NA,0,94,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2014-03-07","+/- 7 days","2014-03-07",2014,39
"08-Apr-2016","STz","Lindi","Nachingwea","Ruponda",NA,NA,"GPS Receiver","Mina",NA,NA,NA,NA,"Nachingwea",NA,0,96,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-07-25","+/- 7 days","2011-07-25",2011,7
"07-Apr-2016","STz","Lindi","Nachingwea","Chiola",NA,NA,"GPS Receiver","Miembeni",NA,NA,NA,NA,"Nachingwea",NA,0,95,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2013-07-15","+/- 7 days","2013-07-15",2013,31
"08-Apr-2016","STz","Lindi","Nachingwea","Mneromiembeni",NA,NA,"GPS Receiver","Ng'ujani",NA,NA,NA,NA,"Nachingwea",NA,0,99,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-05-11","+/- 7 days","2011-05-11",2011,5
"08-Apr-2016","STz","Lindi","Nachingwea","Mneromiembeni",NA,NA,"GPS Receiver","Chiwangala",NA,NA,NA,NA,"Nachingwea",NA,0,100,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-08-12","+/- 7 days","2011-08-12",2011,8
"08-Apr-2016","STz","Lindi","Nachingwea","Mnerongongo",NA,NA,"GPS Receiver","Namawenjele",NA,NA,NA,NA,"Nachingwea",NA,0,102,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-07-26","+/- 7 days","2011-07-26",2011,7
"10-Sep-2016","STz","Lindi","Nachingwea","Mneromiembeni",NA,NA,"GPS Receiver","Ndangalimbo",NA,NA,NA,NA,"Nachingwea",NA,0,98,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-01-02","+/- 7 days","2013-01-02",2013,25
"13-Jul-2016","STz","Lindi","Nachingwea","Mnerongongo",NA,NA,"GPS Receiver","Kimawe",NA,NA,NA,NA,"Nachingwea",NA,0,103,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-02-17","+/- 7 days","2011-02-17",2011,2
"08-Apr-2016","STz","Lindi","Nachingwea","Ruponda",NA,NA,"GPS Receiver","Ruponda",NA,NA,NA,NA,"Nachingwea",NA,0,97,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-11-15","+/- 7 days","2014-11-15",2014,47
"13-Jul-2016","STz","Lindi","Nachingwea","Mneromiembeni",NA,NA,"Inherited From Parent","Chiwangala",NA,NA,NA,NA,"Nachingwea",NA,0,101,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-12-15","+/- 7 days","2013-12-15",2013,36
"13-Jul-2016","STz","Lindi","Nachingwea","Nditi",NA,NA,"GPS Receiver","Mianzini",NA,NA,NA,NA,"Nachingwea",NA,0,106,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-06-06","+/- 7 days","2011-06-06",2011,6
"08-Apr-2016","STz","Lindi","Nachingwea","Nditi",NA,NA,"GPS Receiver","Mianzini",NA,NA,NA,NA,"Nachingwea",NA,0,105,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-03-09","+/- 7 days","2012-03-09",2012,15
"08-Apr-2016","STz","Lindi","Nachingwea","Mnerongongo",NA,NA,"GPS Receiver","Lindi",NA,NA,NA,NA,"Nachingwea",NA,0,104,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-03-04","+/- 7 days","2013-03-04",2013,27
"08-Apr-2016","STz","Lindi","Nachingwea","Lionja",NA,NA,"GPS Receiver","Lipato",NA,NA,NA,NA,"Nachingwea",NA,0,107,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-02-28","+/- 7 days","2011-02-28",2011,2
"08-Apr-2016","STz","Lindi","Nachingwea","Lionja",NA,NA,"GPS Receiver","Secondary",NA,NA,NA,NA,"Nachingwea",NA,0,108,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-08-12","+/- 7 days","2011-08-12",2011,8
"08-Apr-2016","STz","Lindi","Nachingwea","Lionja",NA,NA,"GPS Receiver","Nangwale",NA,NA,NA,NA,"Nachingwea",NA,0,109,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-08-15","+/- 7 days","2012-08-15",2012,20
"08-Apr-2016","STz","Lindi","Nachingwea","Lionja",NA,NA,"GPS Receiver","Madukani",NA,NA,NA,NA,"Nachingwea",NA,0,110,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-08-10","+/- 7 days","2011-08-10",2011,8
"08-Apr-2016","STz","Lindi","Nachingwea","Namikango",NA,NA,"Inherited From Parent","Namakono",NA,NA,NA,NA,"Nachingwea",NA,0,111,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-03-03","+/- 7 days","2011-03-03",2011,3
"08-Apr-2016","STz","Lindi","Nachingwea","Mneromiembeni",NA,NA,"GPS Receiver","Kanisani",NA,NA,NA,NA,"Nachingwea",NA,0,113,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2016-01-05","+/- 7 days","2016-01-05",2016,61
"13-Jul-2016","STz","Lindi","Nachingwea","Mneromiembeni",NA,NA,"Inherited From Parent","Namkula China",NA,NA,NA,NA,"Nachingwea",NA,0,112,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-04-27","+/- 7 days","2011-04-27",2011,4
"13-Jul-2016","STz","Lindi","Nachingwea","Mbondo",NA,NA,"GPS Receiver","Njapeje",NA,NA,NA,NA,"Nachingwea",NA,0,115,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-08-11","+/- 7 days","2011-08-11",2011,8
"08-Apr-2016","STz","Lindi","Nachingwea","Mbondo",NA,NA,"GPS Receiver","Libula",NA,NA,NA,NA,"Nachingwea",NA,0,116,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-02-02","+/- 7 days","2011-02-02",2011,2
"08-Apr-2016","STz","Lindi","Nachingwea","Mtua",NA,NA,"GPS Receiver","Shuleni",NA,NA,NA,NA,"Nachingwea",NA,0,117,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-11-25","+/- 7 days","2013-11-25",2013,35
"13-Jul-2016","STz","Lindi","Nachingwea","Mtua",NA,NA,"Manually Entered","Shuleni",NA,NA,NA,NA,"Nachingwea",NA,0,118,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-11-15","+/- 7 days","2013-11-15",2013,35
"13-Jul-2016","STz","Lindi","Nachingwea","Mtua",NA,NA,"GPS Receiver","Nandondo",NA,NA,NA,NA,"Nachingwea",NA,0,230,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-08-05","+/- 7 days","2013-08-05",2013,32
"08-Apr-2016","STz","Lindi","Nachingwea","Mtua",NA,NA,"GPS Receiver","Mapinduzi",NA,NA,NA,NA,"Nachingwea",NA,0,120,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-06-17","+/- 7 days","2011-06-17",2011,6
"08-Apr-2016","STz","Lindi","Nachingwea","Mtua",NA,NA,"GPS Receiver","Ccm",NA,NA,NA,NA,"Nachingwea",NA,0,121,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-09-05","+/- 7 days","2011-09-05",2011,9
"08-Apr-2016","STz","Lindi","Nachingwea","Naipingo",NA,NA,"GPS Receiver","Shuleni",NA,NA,NA,NA,"Nachingwea",NA,0,122,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-03-25","+/- 7 days","2012-03-25",2012,15
"08-Apr-2016","STz","Lindi","Nachingwea","Naipingo",NA,NA,"GPS Receiver","Shuleni",NA,NA,NA,NA,"Nachingwea",NA,0,125,"far away","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-04-09","+/- 7 days","2011-04-09",2011,4
"08-Apr-2016","STz","Lindi","Nachingwea","Naipingo",NA,NA,"GPS Receiver","Tandika",NA,NA,NA,NA,"Nachingwea",NA,0,127,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-01-17","+/- 7 days","2011-01-17",2011,1
"08-Apr-2016","STz","Lindi","Nachingwea","Naipingo",NA,NA,"GPS Receiver","Soweto",NA,NA,NA,NA,"Nachingwea",NA,0,124,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-08-06","+/- 7 days","2011-08-06",2011,8
"08-Apr-2016","STz","Lindi","Nachingwea","Naipingo",NA,NA,"GPS Receiver","Majengo",NA,NA,NA,NA,"Nachingwea",NA,0,128,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2016-02-03","+/- 7 days","2016-02-03",2016,62
"08-Apr-2016","STz","Lindi","Nachingwea","Naipingo",NA,NA,"GPS Receiver","Mailinane",NA,NA,NA,NA,"Nachingwea",NA,0,123,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-05-23","+/- 7 days","2011-05-23",2011,5
"08-Apr-2016","STz","Lindi","Nachingwea","Naipanga",NA,NA,"GPS Receiver","Mchangani",NA,NA,NA,NA,"Nachingwea",NA,0,129,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-12-05","+/- 7 days","2014-12-05",2014,48
"10-Sep-2016","STz","Lindi","Nachingwea","Stesheni",NA,NA,"GPS Receiver","Bondeni",NA,NA,NA,NA,"Nachingwea",NA,0,132,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-05-05","+/- 7 days","2011-05-05",2011,5
"13-Jul-2016","STz","Lindi","Nachingwea","Stesheni",NA,NA,"GPS Receiver","Ofisini",NA,NA,NA,NA,"Nachingwea",NA,0,133,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-08-15","+/- 7 days","2012-08-15",2012,20
"13-Jul-2016","STz","Lindi","Nachingwea","Stesheni",NA,NA,"Inherited From Parent","Garibovu",NA,NA,NA,NA,"Nachingwea",NA,0,130,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-12-06","+/- 7 days","2011-12-06",2011,12
"10-Sep-2016","STz","Lindi","Nachingwea","Stesheni",NA,NA,"Inherited From Parent","Garibovu",NA,NA,NA,NA,"Nachingwea",NA,0,131,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2014-06-15","+/- 7 days","2014-06-15",2014,42
"13-Jul-2016","STz","Lindi","Nachingwea","Naipingo",NA,NA,"GPS Receiver","Ofisini",NA,NA,NA,NA,"Nachingwea",NA,0,134,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-03-05","+/- 7 days","2012-03-05",2012,15
"10-Sep-2016","STz","Lindi","Nachingwea","Naipingo",NA,NA,"GPS Receiver","Zanzibar",NA,NA,NA,NA,"Nachingwea",NA,135,136,"","Domestic dog",NA,"Known","Yes","Vaccinated","true","2014-02-15","0",NA,"true","2014-02-18","+/- 7 days","2014-02-15",2014,38
"10-Sep-2016","STz","Lindi","Nachingwea","Naipingo",NA,NA,"GPS Receiver","Mshikamano",NA,NA,NA,NA,"Nachingwea",NA,0,135,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-02-15","+/- 7 days","2014-02-15",2014,38
"13-Jul-2016","STz","Lindi","Nachingwea","Mneromiembeni",NA,NA,"GPS Receiver","Legeza Mwendo B",NA,NA,NA,NA,"Nachingwea",NA,0,229,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-02-26","+/- 7 days","2011-02-26",2011,2
"13-Jul-2016","STz","Lindi","Nachingwea","Mneromiembeni",NA,NA,"GPS Receiver","Gulioni",NA,NA,NA,NA,"Nachingwea",NA,0,137,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-09-01","+/- 7 days","2011-09-01",2011,9
"13-Jul-2016","STz","Lindi","Nachingwea","Nangowe",NA,NA,"GPS Receiver","Mikoroshoni",NA,NA,NA,NA,"Nachingwea",NA,0,142,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-01-12","+/- 7 days","2011-01-12",2011,1
"13-Jul-2016","STz","Lindi","Nachingwea","Kilimanihewa",NA,NA,"GPS Receiver","Nampemba A",NA,NA,NA,NA,"Nachingwea",NA,0,141,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-02-15","+/- 7 days","2012-02-15",2012,14
"13-Jul-2016","STz","Lindi","Nachingwea","Mpiruka",NA,NA,"GPS Receiver","Barabarani",NA,NA,NA,NA,"Nachingwea",NA,0,139,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-06-25","+/- 7 days","2011-06-25",2011,6
"13-Jul-2016","STz","Lindi","Nachingwea","Mpiruka",NA,NA,"GPS Receiver","Libea B",NA,NA,NA,NA,"Nachingwea",NA,0,138,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-06-21","+/- 7 days","2011-06-21",2011,6
"13-Jul-2016","STz","Lindi","Nachingwea","Naipingo",NA,NA,"GPS Receiver","Mchonda",NA,NA,NA,NA,"Nachingwea",NA,0,144,"far away","Wildlife: Hyena",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2015-04-15","+/- 7 days","2015-04-15",2015,52
"13-Jul-2016","STz","Lindi","Nachingwea","Kilimanihewa",NA,NA,"GPS Receiver","Jigetemee",NA,NA,NA,NA,"Nachingwea",NA,0,140,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-02-10","+/- 7 days","2012-02-10",2012,14
"13-Jul-2016","STz","Lindi","Nachingwea","Nambambo",NA,NA,"GPS Receiver","Mianzini",NA,NA,NA,NA,"Nachingwea",NA,0,143,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-08-25","+/- 7 days","2011-08-25",2011,8
"08-Apr-2016","STz","Lindi","Nachingwea","Kilima Rondo",NA,NA,"GPS Receiver","Sebuleni",NA,NA,NA,NA,"Nachingwea",NA,0,114,"far away","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-07-04","+/- 7 days","2014-07-04",2014,43
"08-Apr-2016","STz","Lindi","Nachingwea","Mtua",NA,NA,"GPS Receiver","Ofisini",NA,NA,NA,NA,"Nachingwea",NA,0,119,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-05-03","+/- 7 days","2011-05-03",2011,5
"13-Jul-2016","STz","Mtwara","Tandahimba","Litehu",NA,NA,"GPS Receiver","Mikocheni",NA,NA,NA,NA,"Tandahimba",NA,0,145,"far away","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-07-15","+/- 7 days","2014-07-15",2014,43
"13-Jul-2016","STz","Mtwara","Tandahimba","Litehu",NA,NA,"GPS Receiver","Litehu B",NA,NA,NA,NA,"Tandahimba",NA,0,146,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-03-05","+/- 7 days","2013-03-05",2013,27
"13-Jul-2016","STz","Mtwara","Tandahimba","Litehu",NA,NA,"GPS Receiver","Usalama",NA,NA,NA,NA,"Tandahimba",NA,0,147,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2016-03-24","+/- 7 days","2016-03-24",2016,63
"10-Sep-2016","STz","Mtwara","Tandahimba","Chaume",NA,NA,"GPS Receiver","Raha Leo",NA,NA,NA,NA,"Tandahimba",NA,0,148,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-06-15","+/- 7 days","2012-06-15",2012,18
"10-Sep-2016","STz","Mtwara","Tandahimba","Chaume",NA,NA,"GPS Receiver","Mtakuja",NA,NA,NA,NA,"Tandahimba",NA,0,149,"at home","Wildlife: Hyena",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-06-15","+/- 7 days","2011-06-15",2011,6
"13-Jul-2016","STz","Mtwara","Tandahimba","Chaume",NA,NA,"GPS Receiver","Mitema",NA,NA,NA,NA,"Tandahimba",NA,0,150,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-04-04","+/- 7 days","2011-04-04",2011,4
"13-Jul-2016","STz","Mtwara","Tandahimba","Lyenje",NA,NA,"GPS Receiver","Tanga",NA,NA,NA,NA,"Tandahimba",NA,0,154,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-04-15","+/- 7 days","2014-04-15",2014,40
"13-Jul-2016","STz","Mtwara","Tandahimba","Lyenje",NA,NA,"GPS Receiver","Umoja",NA,NA,NA,NA,"Tandahimba",NA,0,153,"","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2015-10-12","+/- 28 days","2015-10-12",2015,58
"13-Jul-2016","STz","Mtwara","Tandahimba","Lyenje",NA,NA,"GPS Receiver","Mwembe Mmoja",NA,NA,NA,NA,"Tandahimba",NA,0,155,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-08-22","+/- 7 days","2011-08-22",2011,8
"13-Jul-2016","STz","Mtwara","Tandahimba","Mkonjowano",NA,NA,"GPS Receiver","Misri",NA,NA,NA,NA,"Tandahimba",NA,0,156,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-01-03","+/- 7 days","2011-01-03",2011,1
"13-Jul-2016","STz","Mtwara","Tandahimba","Tandahimba",NA,NA,"GPS Receiver","Mandela",NA,NA,NA,NA,"Tandahimba",NA,0,157,"on the farm","Wildlife: Honey badger",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-08-13","+/- 7 days","2014-08-13",2014,44
"10-Sep-2016","STz","Mtwara","Tandahimba","Nambahu",NA,NA,"GPS Receiver","Mipingo",NA,NA,NA,NA,"Tandahimba",NA,0,158,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-06-14","+/- 7 days","2011-06-14",2011,6
"13-Jul-2016","STz","Mtwara","Tandahimba","Dinduma",NA,NA,"GPS Receiver","Msikitini",NA,NA,NA,NA,"Tandahimba",NA,0,159,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2015-04-30","+/- 7 days","2015-04-30",2015,52
"13-Jul-2016","STz","Mtwara","Tandahimba","Mdimba Mnyoma",NA,NA,"GPS Receiver","Mnyepe",NA,NA,NA,NA,"Tandahimba",NA,0,160,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-03-15","+/- 7 days","2011-03-15",2011,3
"13-Jul-2016","STz","Mtwara","Tandahimba","Mahuta",NA,NA,"GPS Receiver","Mikakata",NA,NA,NA,NA,"Tandahimba",NA,0,161,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-01-07","+/- 7 days","2011-01-07",2011,1
"13-Jul-2016","STz","Mtwara","Tandahimba","Chikongola",NA,NA,"GPS Receiver","Tandika",NA,NA,NA,NA,"Tandahimba",NA,0,162,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-01-20","+/- 7 days","2011-01-20",2011,1
"13-Jul-2016","STz","Mtwara","Tandahimba","Mkundi",NA,NA,"GPS Receiver","Mwembe Chai",NA,NA,NA,NA,"Tandahimba",NA,0,163,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-03-05","+/- 7 days","2012-03-05",2012,15
"10-Sep-2016","STz","Mtwara","Tandahimba","Nanhyanga",NA,NA,"GPS Receiver","Shuleni",NA,NA,NA,NA,"Tandahimba",NA,0,164,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-04-24","+/- 7 days","2012-04-24",2012,16
"13-Jul-2016","STz","Mtwara","Tandahimba","Tandahimba",NA,NA,"GPS Receiver","Madina",NA,NA,NA,NA,"Tandahimba",NA,0,165,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-03-15","+/- 7 days","2011-03-15",2011,3
"13-Jul-2016","STz","Mtwara","Tandahimba","Tandahimba",NA,NA,"GPS Receiver","Madaba bondeni",NA,NA,NA,NA,"Tandahimba",NA,0,166,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2015-05-22","+/- 7 days","2015-05-22",2015,53
"13-Jul-2016","STz","Mtwara","Tandahimba","Kitama",NA,NA,"GPS Receiver","Majengo",NA,NA,NA,NA,"Tandahimba",NA,0,167,"far away","Cat",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-03-02","+/- 28 days","2013-03-02",2013,27
"13-Jul-2016","STz","Mtwara","Tandahimba","Miuta",NA,NA,"GPS Receiver","Misri",NA,NA,NA,NA,"Tandahimba",NA,0,168,"far away","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-02-14","+/- 7 days","2014-02-14",2014,38
"10-Sep-2016","STz","Mtwara","Tandahimba","Miuta",NA,NA,"GPS Receiver","Chang'ombe",NA,NA,NA,NA,"Tandahimba",NA,0,169,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-02-18","+/- 7 days","2014-02-18",2014,38
"13-Jul-2016","STz","Mtwara","Tandahimba","Mihambwe",NA,NA,"GPS Receiver","Matende",NA,NA,NA,NA,"Tandahimba",NA,0,177,"at home","Wildlife: Honey badger",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-08-12","+/- 7 days","2012-08-12",2012,20
"13-Jul-2016","STz","Mtwara","Tandahimba","Kitama",NA,NA,"GPS Receiver","Shangani",NA,NA,NA,NA,"Tandahimba",NA,0,173,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-06-07","+/- 7 days","2012-06-07",2012,18
"13-Jul-2016","STz","Mtwara","Tandahimba","Naputa",NA,NA,"GPS Receiver","Majengo",NA,NA,NA,NA,"Tandahimba",NA,0,178,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-02-05","+/- 7 days","2012-02-05",2012,14
"13-Jul-2016","STz","Mtwara","Tandahimba","Namikupa",NA,NA,"GPS Receiver","Ilala",NA,NA,NA,NA,"Tandahimba",NA,0,180,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-06-08","+/- 7 days","2011-06-08",2011,6
"13-Jul-2016","STz","Mtwara","Tandahimba","Nanhyanga",NA,NA,"GPS Receiver","Dodoma",NA,NA,NA,NA,"Tandahimba",NA,0,183,"at home","Wildlife: Honey badger",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-03-30","+/- 7 days","2013-03-30",2013,27
"13-Jul-2016","STz","Mtwara","Tandahimba","Kwanyama",NA,NA,"GPS Receiver","Kibaha",NA,NA,NA,NA,"Tandahimba",NA,0,182,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-06-15","+/- 7 days","2012-06-15",2012,18
"13-Jul-2016","STz","Mtwara","Newala","Maputi",NA,NA,"GPS Receiver","Likwaya",NA,NA,NA,NA,"Newala",NA,0,190,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-02-24","+/- 7 days","2011-02-24",2011,2
"13-Jul-2016","STz","Mtwara","Newala","Maputi",NA,NA,"GPS Receiver","Maputi",NA,NA,NA,NA,"Newala",NA,0,191,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-05-05","+/- 7 days","2012-05-05",2012,17
"13-Jul-2016","STz","Mtwara","Newala","Maputi",NA,NA,"GPS Receiver","Maputi",NA,NA,NA,NA,"Newala",NA,0,192,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-19","+/- 7 days","2012-06-19",2012,18
"13-Jul-2016","STz","Mtwara","Newala","Nandwahi",NA,NA,"GPS Receiver","Azimio",NA,NA,NA,NA,"Newala",NA,0,193,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-12-20","+/- 7 days","2011-12-20",2011,12
"13-Jul-2016","STz","Mtwara","Newala","Mchemo",NA,NA,"GPS Receiver","Mkamba",NA,NA,NA,NA,"Newala",NA,0,194,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-04-15","+/- 7 days","2012-04-15",2012,16
